,date,sentiment_score,content,source
1061,2019-01-03,0.940316,【长三角地区市场体系一体化建设合作备忘录在沪签署】上海市、江苏省、浙江省和安徽省3日在上海签署“长三角地区市场体系一体化建设合作备忘录”。根据备忘录，三省一市将共同为开放合作“搭平台”、为供应链创新“作示范”、为商贸业发展“增动能”、为农产品流通“保安全”、为区域物流“立标准”、为企业发展“优环境”、为进口博览会“强服务”、为口岸通关“建窗口”。（中新网）,wallstreetcn
1098,2019-01-03,0.847847,"小葱APP讯，中国外运股份有限公司工程技术部负责人张丽莉在接受采访时表示，数字化平台为国际工程物流带来的是更多的可能性，比如区块链技术就可以用于产品溯源、智能运输、供应链金融。（中国贸易报）
",wallstreetcn
1161,2019-01-03,0.756546,【山西省6000万元建杂粮产地交易市场和农村仓储物流体系】1月2日，从山西省供销社了解到，为了充分运用省财政资金6000万元科学布局谋划全省杂粮产地交易市场、实施农村仓储物流体系建设两项重点工作，省供销社印发了《山西省供销社乡村振兴战略资金使用细则》，全力打造优质杂粮产地交易市场和物流配送体系。（山西日报）,wallstreetcn
809,2019-01-03,0.863092,云财经讯，1月2日，从山西省供销社了解到，为了充分运用省财政资金6000万元科学布局谋划全省杂粮产地交易市场、实施农村仓储物流体系建设两项重点工作，省供销社印发了《山西省供销社乡村振兴战略资金使用细则》，全力打造优质杂粮产地交易市场和物流配送体系。（山西日报）,yuncaijing
730,2019-01-03,0.899278,云财经讯，海南自贸试验区部分制度创新取得新进展，其中人流、物流、资金流进出岛管理系统正在加快建设。人流管理方面，在建的人流进出岛信息管理系统将完成人脸识别设备布设，实现进岛人员人脸识别100%覆盖。资金流管理方面，目前，正组织23家在琼金融机构升级改造系统接入资金流“T+0”数据（实时数据），计划2019年6月底前全部完成“T+0”实时数据的采集和监测分析。（新华社）,yuncaijing
259,2019-01-03,0.742351,为了充分运用省财政资金6000万元科学布局谋划全省杂粮产地交易市场、实施农村仓储物流体系建设两项重点工作，省供销社印发了《山西省供销社乡村振兴战略资金使用细则》，全力打造优质杂粮产地交易市场和物流配送体系。,10jqka
976,2019-01-03,0.673559,【山西省6000万元建杂粮产地交易市场和农村仓储物流体系】据山西日报1月3日消息，1月2日，记者从山西省供销社了解到，为了充分运用省财政资金6000万元科学布局谋划全省杂粮产地交易市场、实施农村仓储物流体系建设两项重点工作，省供销社印发了《山西省供销社乡村振兴战略资金使用细则》，全力打造优质杂粮产地交易市场和物流配送体系。（中国证券网）,eastmoney
1158,2019-01-03,0.981686,【中小企业扶持政策落实情况评估工作开展】据工信部消息，2018年12月24-9日，国务院促进中小企业发展工作领导小组办公室（工业和信息化部）组织发展改革委、财政部、市场监管总局等10个成员单位以及国务院发展研究中心、中国电子信息产业发展研究院、中小企业发展促进中心等3家第三方机构，分5组赴吉林、黑龙江、江苏等10省市开展涉及中小企业扶持政策落实情况评估工作。评估组结合10省市前期自查自评情况，分别从国家政策和地方政策落实情况、中小企业政策获得情况和满意度开展评估工作，重点关注中小企业减税降费、融资支持、财政资金支持以及企业开办、用水、用地、用工、物流、社保等方面政策落实情况。,sina
1225,2019-01-03,0.756546,【山西省6000万元建杂粮产地交易市场和农村仓储物流体系】1月2日，从山西省供销社了解到，为了充分运用省财政资金6000万元科学布局谋划全省杂粮产地交易市场、实施农村仓储物流体系建设两项重点工作，省供销社印发了《山西省供销社乡村振兴战略资金使用细则》，全力打造优质杂粮产地交易市场和物流配送体系。（山西日报）,sina
1093,2019-01-03,0.786534,【海南自贸区逐步完善人、物、资金流进出岛管理】海南自贸试验区部分制度创新取得新进展，其中人流、物流、资金流进出岛管理系统正在加快建设。人流管理方面，在建的人流进出岛信息管理系统将完成人脸识别设备布设，实现进岛人员人脸识别100%覆盖。资金流管理方面，目前，正组织23家在琼金融机构升级改造系统接入资金流“T+0”数据（实时数据），计划2019年6月底前全部完成“T+0”实时数据的采集和监测分析。（新华社）,sina
1138,2019-01-03,0.940316,【长三角地区市场体系一体化建设合作备忘录在沪签署】上海市、江苏省、浙江省和安徽省3日在上海签署“长三角地区市场体系一体化建设合作备忘录”。根据备忘录，三省一市将共同为开放合作“搭平台”、为供应链创新“作示范”、为商贸业发展“增动能”、为农产品流通“保安全”、为区域物流“立标准”、为企业发展“优环境”、为进口博览会“强服务”、为口岸通关“建窗口”。（中新网）,sina
1005,2019-01-04,0.973662,云财经讯，1月4日，交通运输部部长李小鹏主持召开部务会，听取有关重点工作2018年完成情况和2019年工作重点汇报，审议《提升琼州海峡客滚运输服务能力三年行动计划》等。会议要求，持续深化交通运输供给侧结构性改革，突出降低物流成本，突出优化营商环境，突出补短板，扩大交通有效投资，加快实施一批重点项目，加快前期工作进度。加强新业态监管，坚持包容审慎，促进交通运输新业态各领域持续稳定健康发展。,yuncaijing
1443,2019-01-04,0.522001,【深圳修订城市规划标准 商业工业用地取消容积率上限】深圳市规划国土委3日公告称，《深圳市城市规划标准与准则》中关于“密度分区与容积率”的内容进行了修订。居住用地方面，位于“密度三区”的基准容积率由修订前的2.8调高到了3.0，容积率上限则由5.0调高到了5.5。而商业服务用地、工业用地、物流仓储用地等，则由此前的设置了容积率上限，修订为不再设容积率上限，只保留了基准容积率。这也意味着，深圳未来在产业、居住、商业等方面都将向天空争取更多的发展空间。(证券时报),eastmoney
2020,2019-01-04,0.525462,【深圳修订城市规划标准，商业工业用地取消容积率上限】深圳市规划国土委3日公告称，《深圳市城市规划标准与准则》中关于“密度分区与容积率”的内容进行了修订。居住用地方面，位于“密度三区”的基准容积率由修订前的2.8调高到了3.0，容积率上限则由5.0调高到了5.5。而商业服务用地、工业用地、物流仓储用地等，则由此前的设置了容积率上限，修订为不再设容积率上限，只保留了基准容积率。这也意味着，深圳未来在产业、居住、商业等方面都将向天空争取更多的发展空间。（证券时报网）,wallstreetcn
1656,2019-01-04,0.928307,"【天津港：与外运华北公司签署协议】双方将共同推进内陆物流网络建设，将外运华北公司内陆物流节
点纳入天津港无水港体系；优化区域集疏运体系，推进天津口岸海铁联运建设、发展公路班车；发挥天津口岸陆桥运输区位优势，提高陆桥海铁联运量；深入交流、密切配合，加强高端物流业务拓展；共同推进外运拼箱运营平台化发展，共同推进内陆卫星仓建设。",wallstreetcn
1609,2019-01-04,0.985212,【交通运输部：扩大交通有效投资，加快实施一批重点项目】1月4日，交通运输部部长李小鹏主持召开部务会，听取有关重点工作2018年完成情况和2019年工作重点汇报，审议《提升琼州海峡客滚运输服务能力三年行动计划》等。会议要求，持续深化交通运输供给侧结构性改革，突出降低物流成本，突出优化营商环境，突出补短板，扩大交通有效投资，加快实施一批重点项目，加快前期工作进度。加强新业态监管，坚持包容审慎，促进交通运输新业态各领域持续稳定健康发展。,wallstreetcn
1053,2019-01-04,0.929273,"云财经讯，双方将共同推进内陆物流网络建设，将外运华北公司内陆物流节
点纳入天津港无水港体系；优化区域集疏运体系，推进天津口岸海铁联运建设、发展公路班车；发挥天津口岸陆桥运输区位优势，提高陆桥海铁联运量；深入交流、密切配合，加强高端物流业务拓展；共同推进外运拼箱运营平台化发展，共同推进内陆卫星仓建设。",yuncaijing
1234,2019-01-04,0.922966,云财经讯，深圳市规划国土委3日公告称，《深圳市城市规划标准与准则》中关于“密度分区与容积率”的内容进行了修订。居住用地方面，位于“密度三区”的基准容积率由修订前的2.8调高到了3.0，容积率上限则由5.0调高到了5.5。而商业服务用地、工业用地、物流仓储用地等，则由此前的设置了容积率上限，修订为不再设容积率上限，只保留了基准容积率。这也意味着，深圳未来在产业、居住、商业等方面都将向天空争取更多的发展空间。,yuncaijing
1561,2019-01-04,0.985212,【交通运输部：扩大交通有效投资，加快实施一批重点项目】1月4日，交通运输部部长李小鹏主持召开部务会，听取有关重点工作2018年完成情况和2019年工作重点汇报，审议《提升琼州海峡客滚运输服务能力三年行动计划》等。会议要求，持续深化交通运输供给侧结构性改革，突出降低物流成本，突出优化营商环境，突出补短板，扩大交通有效投资，加快实施一批重点项目，加快前期工作进度。加强新业态监管，坚持包容审慎，促进交通运输新业态各领域持续稳定健康发展。,sina
1759,2019-01-04,0.983035,【辽宁港口集团成立 整合港口资源助推东北振兴】1月4日上午，辽宁港口集团有限公司成立大会在大连市举行。至此，从整合工作启动到系列协议签署，再到股份交割工作完成，辽宁港口集团经过一年多的充分酝酿，于新年伊始正式挂牌成立。辽宁港口集团挂牌成立后，招商局集团将与辽宁省政府在港口运营、物流运输、园区开发、金融服务等多个领域开展深入合作，扩大沿渤海、黄海两翼开放，带动辽宁沿海城市的发展壮大，为新时代辽宁全面振兴、全方位振兴注入新的活力与动力。（央广）,sina
1979,2019-01-04,0.568721,【深圳修订城市规划标准 商业工业用地取消容积率上限】深圳市规划国土委3日公告称，《深圳市城市规划标准与准则》中关于“密度分区与容积率”的内容进行了修订。居住用地方面，位于“密度三区”的基准容积率由修订前的2.8调高到了3.0，容积率上限则由5.0调高到了5.5。而商业服务用地、工业用地、物流仓储用地等，则由此前的设置了容积率上限，修订为不再设容积率上限，只保留了基准容积率。这也意味着，深圳未来在产业、居住、商业等方面都将向天空争取更多的发展空间。（证券时报）,sina
1446,2019-01-06,0.963692,云财经讯，据新华社报道，推动长江经济带发展座谈会召开三年来，码头整治、推进使用绿色能源、推动港口资源整合带来的效益逐步显现。交通部表示，下一步将有序推进港口资源整合，优化水运供给，加快行业提质增效，进一步提升对长江经济带发展的支撑作用。长江经济带建设的推进，有望给港口贸易等产业，带来市场发展机遇。公司方面，重庆港九、南京港、长江投资等，积极布局港口物流、贸易等相关业务。（上证资讯）,yuncaijing
2045,2019-01-07,0.958854,【全国人大常委会调研组赴琼就自贸区建设情况等内容开展调研】1月4日至6日，全国人大常委会副委员长万鄂湘率全国人大常委会调研组赴琼。连日来，调研组通过召开座谈会、实地走访的方式，围绕海南自由贸易试验区建设情况、民营企业权益保障、中医药保护与传承等内容开展调研。万鄂湘指出，海南要正视物流成本偏高、人才短缺等短板，努力克服这些不利因素，要把握好市场发展规律，稳物价、稳定房地产市场，再接再厉，在进一步扩大开放中做出新的成绩，并总结出一批可在全国范围推广的经验。(海南日报),eastmoney
1958,2019-01-07,0.938695,【永泰能源：大亚湾项目计划2019年上半年试运】永泰能源在回应关于大亚湾项目进展的提问时表示，该项目目前处于验收阶段，计划于2019年上半年试运。资料显示，公司大亚湾项目主要是由子公司华瀛石化建设的30万吨级码头工程项目，是目前亚洲在建调和能力最大的石化区仓储物流和燃料油调和中转基地。（上海证券报）,eastmoney
1970,2019-01-07,0.894485,【雪人股份：与多家车企签订氢燃料动力系统开发试制合作协议】1月7日，雪人股份(002639)表示，公司已与厦门金旅、厦门金龙联合、一汽解放等多家知名车企签订了关于氢燃料动力系统开发试制的合作协议，产品可广泛地应用于汽车、物流车、乘用车等各类车辆之上。（证券时报）,eastmoney
2055,2019-01-07,0.429949,【海南省推进电子商务与快递物流协同发展】海南省商务厅、交通运输厅、邮政管理局近日联合印发《海南省推进电子商务与快递物流协同发展实施方案》，重点从深化“放管服”改革等11个方面，推动海南省电子商务与快递物流协同发展。(海南日报),eastmoney
2854,2019-01-07,0.477227,【海南省推进电子商务与快递物流协同发展】海南省商务厅、交通运输厅、邮政管理局近日联合印发《海南省推进电子商务与快递物流协同发展实施方案》，重点从深化“放管服”改革等11个方面，推动海南省电子商务与快递物流协同发展。（海南日报）,sina
648,2019-01-07,0.403013,从贵州省发展改革委获悉，2018年贵州省累计为实体经济企业降低用电、税费、融资、物流、制度性交易等“五大成本”逾500亿元。,10jqka
595,2019-01-07,0.682209,由中国物流与采购联合会调查、发布的2018年12月份中国大宗商品指数(CBMI)为98.9%，较上月回落0.7个百分点。各分项指数中，供应指数和库存指数有所回落，销售指数自低位微幅回升。,10jqka
2834,2019-01-07,0.962521,  【全国人大常委会调研组赴琼就自贸区建设情况等内容开展调研】1月4日至6日，全国人大常委会副委员长万鄂湘率全国人大常委会调研组赴琼。连日来，调研组通过召开座谈会、实地走访的方式，围绕海南自由贸易试验区建设情况、民营企业权益保障、中医药保护与传承等内容开展调研。万鄂湘指出，海南要正视物流成本偏高、人才短缺等短板，努力克服这些不利因素，要把握好市场发展规律，稳物价、稳定房地产市场，再接再厉，在进一步扩大开放中做出新的成绩，并总结出一批可在全国范围推广的经验。（海南日报）,sina
1802,2019-01-07,0.957087,云财经讯，1月7日，雪人股份(002639)在深交所互动易平台表示，公司已与厦门金旅、厦门金龙联合、一汽解放等多家知名车企签订了关于氢燃料动力系统开发试制的合作协议，产品可广泛地应用于汽车、物流车、乘用车等各类车辆之上。,yuncaijing
1889,2019-01-07,0.611743,云财经讯，海南省商务厅、交通运输厅、邮政管理局近日联合印发《海南省推进电子商务与快递物流协同发展实施方案》，重点从深化“放管服”改革等11个方面，推动海南省电子商务与快递物流协同发展。（海南日报）,yuncaijing
1872,2019-01-07,0.969176,云财经讯，1月4日至6日，全国人大常委会副委员长万鄂湘率全国人大常委会调研组赴琼。连日来，调研组通过召开座谈会、实地走访的方式，围绕海南自由贸易试验区建设情况、民营企业权益保障、中医药保护与传承等内容开展调研。万鄂湘指出，海南要正视物流成本偏高、人才短缺等短板，努力克服这些不利因素，要把握好市场发展规律，稳物价、稳定房地产市场，再接再厉，在进一步扩大开放中做出新的成绩，并总结出一批可在全国范围推广的经验。（海南日报）,yuncaijing
2672,2019-01-07,0.966252,【永泰能源：大亚湾项目计划2019年上半年试运】永泰能源在互动平台上表示，该项目目前处于验收阶段，计划于2019年上半年试运。资料显示，公司大亚湾项目主要是由子公司华瀛石化建设的30万吨级码头工程项目，是目前亚洲在建调和能力最大的石化区仓储物流和燃料油调和中转基地。,sina
2677,2019-01-07,0.0984931,【中国物流与采购联合会：2018年12月中国大宗商品指数环比小幅回落】 近日公布的数据显示，2018年12月份中国大宗商品指数（CBMI）为98.9%，较上月回落0.7个百分点。从指数的变化情况来看，2018年12月份CBMI两连跌至近十个月的低点，表明当前国内大宗商品市场下行压力进一步加大。特别是反映商品供应端的供应指数和库存指数虽有所回落，但显示商品整体供应量仍在增加，只是增速有所放缓，而反映需求端的销售指数虽触底反弹，但商品销售量仍在下降，仅是降幅较上月有所收窄，可见当前市场供需两端极度不均衡，商品供大于求的格局仍在延续。（上证报）,sina
2710,2019-01-07,0.962003,【永泰能源：大亚湾项目计划2019年上半年试运】永泰能源在上证e互动回应关于大亚湾项目进展的提问时表示，该项目目前处于验收阶段，计划于2019年上半年试运。资料显示，公司大亚湾项目主要是由子公司华瀛石化建设的30万吨级码头工程项目，是目前亚洲在建调和能力最大的石化区仓储物流和燃料油调和中转基地。,sina
3041,2019-01-07,0.477227,【海南省推进电子商务与快递物流协同发展】海南省商务厅、交通运输厅、邮政管理局近日联合印发《海南省推进电子商务与快递物流协同发展实施方案》，重点从深化“放管服”改革等11个方面，推动海南省电子商务与快递物流协同发展。（海南日报）,wallstreetcn
2729,2019-01-07,0.957757,【雪人股份：与多家车企签订氢燃料动力系统开发试制合作协议】雪人股份在深交所互动易平台表示，公司已与厦门金旅、厦门金龙联合、一汽解放等多家知名车企签订了关于氢燃料动力系统开发试制的合作协议，产品可广泛地应用于汽车、物流车、乘用车等各类车辆之上。,sina
2833,2019-01-07,0.966252,【永泰能源：大亚湾项目计划2019年上半年试运】永泰能源在互动平台上表示，该项目目前处于验收阶段，计划于2019年上半年试运。资料显示，公司大亚湾项目主要是由子公司华瀛石化建设的30万吨级码头工程项目，是目前亚洲在建调和能力最大的石化区仓储物流和燃料油调和中转基地。,wallstreetcn
3014,2019-01-07,0.962521,【全国人大常委会调研组赴琼就自贸区建设情况等内容开展调研】1月4日至6日，全国人大常委会副委员长万鄂湘率全国人大常委会调研组赴琼。连日来，调研组通过召开座谈会、实地走访的方式，围绕海南自由贸易试验区建设情况、民营企业权益保障、中医药保护与传承等内容开展调研。万鄂湘指出，海南要正视物流成本偏高、人才短缺等短板，努力克服这些不利因素，要把握好市场发展规律，稳物价、稳定房地产市场，再接再厉，在进一步扩大开放中做出新的成绩，并总结出一批可在全国范围推广的经验。（海南日报）,wallstreetcn
3126,2019-01-08,0.974807,【江铃汽车：2018年汽车销量同比降8.05%】江铃汽公告披露，公司2018年汽车产量28.68万辆，同比降7.83%；销量28.51万辆，同比降8.05%。此外，“中型智能SUV”全新福特领界在公司小蓝工厂正式下线。公司与京东于2018年12月签署战略合作协议，双方将开展在智能采购、车辆定制化研发合作、智能物流、汽车后市场、汽车金融等方面全面合作。,sina
3378,2019-01-08,0.983938,【菜鸟网络与义乌市签署合作意向，打造智能物流骨干网】据菜鸟网络微博，1月7日，菜鸟网络和义乌市签署了合作意向，在义乌保税区落地义乌跨境保税园，义乌将成为菜鸟智能物流骨干网节点城市，双方一起打造“全球买 全球卖”的新格局。菜鸟网络称，未来几年，预计有超过100万种原产进口商品通过菜鸟智能物流骨干网进入中国。,wallstreetcn
3308,2019-01-08,0.9747,【江铃汽车：2018年汽车销量同比降8.05%】江铃汽车公告，公司2018年汽车产量28.68万辆，同比降7.83%；销量28.51万辆，同比降8.05%。此外，“中型智能SUV”全新福特领界在公司小蓝工厂正式下线。公司与京东于2018年12月签署战略合作协议，双方将开展在智能采购、车辆定制化研发合作、智能物流、汽车后市场、汽车金融等方面全面合作。,wallstreetcn
3554,2019-01-08,0.387758,"【黑色重要数据事件预告：周二重点关注中联钢公布的港口铁矿石库存数据】对冲研投讯，2019年1月8日 星期二
1. 大汉物流公布中西南地区钢铁库存数据。
2.中联钢公布港口铁矿石库存数据。
",wallstreetcn
2386,2019-01-08,0.970137,云财经讯，我国物流业发展不平衡不充分问题依然突出，大而不强、成本居高成最大难题。记者日前从2018北京（香山）国际物流论坛暨第二届中国物流品牌大会上了解到，通过降本增效实现我国物流业高质量发展的路径已经明晰。一方面，将以信息化和智能化为发力点，加快物流产业体系重构，另一方面，还将加快构建国家物流枢纽网络基本框架，发展物流枢纽经济。（经济参考报）,yuncaijing
2191,2019-01-08,0.980526,云财经讯，菜鸟网络微博消息，1月7日，菜鸟网络和义乌市签署了合作意向，在义乌保税区落地义乌跨境保税园，义乌将成为菜鸟智能物流骨干网节点城市，双方一起打造“全球买 全球卖”的新格局。菜鸟网络称，未来几年，预计有超过100万种原产进口商品通过菜鸟智能物流骨干网进入中国。,yuncaijing
2131,2019-01-08,0.976328,云财经讯，江铃汽车(000550)1月8日披露，公司2018年汽车产量28.68万辆，同比降7.83%；销量28.51万辆，同比降8.05%。此外，“中型智能SUV”全新福特领界在公司小蓝工厂正式下线。公司与京东于2018年12月签署战略合作协议，双方将开展在智能采购、车辆定制化研发合作、智能物流、汽车后市场、汽车金融等方面全面合作。,yuncaijing
3677,2019-01-08,0.0428694,"小葱APP讯，经济参考报发布了题为《双链融合下的中国物流产业创新》的文章，文中指出，“双链融合”是指充分利用区块链两个独特优势弥补供应链的两个短板；利用供应链两个长处解决区块链的两个痛点。区块链两个独特优势是“去信任化”和“去中介化”；供应链两个长处则是具有非中心化的上下游组织差场景及上下游可以封闭的产业链生态。供应链与区块链“双链融合”从根本上解决的是并行的不同产业链间资源交叉融合配置的问题。
",wallstreetcn
3641,2019-01-08,0.882483,"1.上周日比特币交易量创2019年新高。
2.Coinbase：ETC遭攻击包含近50万美元双重支付。
3.人民日报统计的传销组织名单中多个运作模式为虚拟货币。
4.不足1%的地址持有近620亿美元比特币。
5.欧洲央行管委Hansson：加密资产是无意义的，比特币将死亡。
6.日本乐天旗下Minnano Bitcoin交易所增资7.3亿日元以扩大业务。
7.经济参考报发文分析双链融合下的中国物流产业创新。
8.新加坡交易所BiteBTC被指疑为退出骗局。
9.美国自由主义政治评论员改用比特币筹集资金。
10.眼镜蛇Cobra：是时候卖出自己全部BSV了。
（更多区块链资讯请下载小葱APP：xcong.com/app ，添加小葱客服微信了解更多业内一手消息，微信号：xiaocongjie1）
",wallstreetcn
4049,2019-01-09,0.940985,"小葱APP讯，中国与新加坡第三个政府间合作项目启动三年多以来，在交通物流领域，中新(重庆)多式联运示范基地项目奠基。合资公司中新环通(重庆)多式联运公司成立，拓展国际铁路拼箱、国际航空物流等业务。中新双方企业携手打造具有大数据分析能力、以区块链驱动的跨境贸易、物流和供应链平台。（中国新闻网）
",wallstreetcn
2591,2019-01-09,0.974599,【中白工业园获准最大程度享受欧亚经济联盟海关便利】白俄罗斯经济部8日发布消息说，白总统卢卡申科最近签署总统令，给予中白工业园区域性经济特区地位，使园区居民企业等在物流运输及生产活动方面，得以最大程度享受欧亚经济联盟的相关海关便利政策。中白工业园位于明斯克机场附近，是白俄罗斯最大的招商引资项目，也是中白两国重要合作项目。自2015年下半年开始实质性开发以来，工业园开发建设快速推进，已吸引来自中国、白俄罗斯、俄罗斯等国的42家企业入驻。（新华网）,eastmoney
4188,2019-01-09,0.921355,"【1月9日上午复盘】09:25 汽车、家电板块开盘大涨，金杯汽车、海马汽车涨停，众泰汽车涨9%，长安汽车大涨6%，老板电器、美的集团均涨逾3%，消息面上，国家发改委副主任宁吉喆表示，今年将制定出台促进汽车、家电等热点产品消费的措施
09:36 白色家电板块开盘强势拉升，惠而浦、康盛股份、澳柯玛、长虹美菱集体封板，春兰股份、海信家电纷纷跟涨
09:42 特高压板块集体下挫，通光线缆大跌7%，新宏泰、长缆科技、国电南自、置信电气纷纷跟跌
09:47 创投板块再度冲高，粤传媒收获三连板，通产丽星冲击涨停，日出东方、新海宜纷纷跟涨
09:49 上证50涨逾1.5%，沪指涨逾1%，深成指、创业板指涨幅扩大 
10:01 物流板块异动，龙头密尔克卫直线封板，畅联股份大涨4%，上海雅仕、原尚股份、东方嘉盛纷纷跟涨
10:36 大数据板块逐渐拉升，龙头中昌数据强势封板，海量数据、汇纳科技、数据港纷纷跟涨
10:40 5G板块反弹走强，汇源通信强势封板，吴通控股、华星创业、新易盛纷纷跟涨
10:58 券商板块集体走强，龙头中信建投大涨8%，兴业证券涨4%，太平洋、广发证券、浙商证券集体跟涨",wallstreetcn
2637,2019-01-09,0.518709,【物流板块异动】东方财富网9日讯，物流板块异动，龙头密尔克卫直线封板，畅联股份大涨4%，上海雅仕、原尚股份、东方嘉盛纷纷跟涨。,eastmoney
4260,2019-01-09,0.940782,整体回顾：指数小幅高开，受到消息刺激，以汽车、家电为首的二线蓝筹板块直线飙升，权重板块应声走强，上证50大涨近2%，中小创则相对弱势，市场总体涨多跌少，没有跌停个股，赚钱效应较好。板块方面，家电、富勒烯板块涨幅居前，盘中物流（密尔克卫）表现活跃，有色钴、锂电池板块下跌。,wallstreetcn
4263,2019-01-09,0.506075,物流板块异动，龙头密尔克卫直线封板，畅联股份大涨4%，上海雅仕、原尚股份、东方嘉盛纷纷跟涨。,wallstreetcn
