,date,sentiment_score,content,source
10952,2019-02-10,0.0405788,【中国中铁(00390.HK)遭JPMorgan Chase&Co.减持610.84万股H股】格隆汇获悉，根据港交所最新权益披露资料显示，2019年2月1日， 中国中铁(00390.HK)遭JPMorgan Chase & Co。减持约610.84万股H股，每股均价约7.3178港元，总价约4470.01万港元。,eastmoney
21475,2019-02-19,0.494138,【中国中铁承建或参建的10项工程荣获鲁班奖】近日，中国建筑业协会公布了121项2018～2019年度第一批中国建设工程鲁班奖（国家优质工程）入选工程名单。其中，中国中铁承建或参建的10项工程荣获鲁班奖。至此，中国中铁累计获得中国建设工程鲁班奖172项。,sina
14253,2019-03-06,0.248534,云财经讯，中国中铁取消发行两个品种的合计40亿元第二期中期票据。,yuncaijing
5935,2019-03-06,0.163138,"3月6日，中国中铁取消发行两个品种的合计40亿元第二期中期票据。

",10jqka
29114,2019-03-06,0.173484,中国中铁取消发行两个品种的合计40亿元第二期中期票据。,sina
32110,2019-03-13,0.85975,【招商局集团与中国中铁签战略合作协议】3月13日，招商局集团与中国中铁股份有限公司在北京举行战略合作协议签约仪式。根据协议，双方将围绕公路、物流、航运、港口、产业园区及金融、工业制造、基础设施建设等领域展开合作。,sina
41057,2019-03-13,0.85975,【招商局集团与中国中铁签战略合作协议】3月13日，招商局集团与中国中铁股份有限公司在北京举行战略合作协议签约仪式。根据协议，双方将围绕公路、物流、航运、港口、产业园区及金融、工业制造、基础设施建设等领域展开合作。,wallstreetcn
17718,2019-03-18,0.704,云财经讯，中国中铁：公司中标多项重大工程，中标价合计约人民币 246.08亿元，约占本公司中国2017 年营业收入的 3.57%。,yuncaijing
34398,2019-03-18,0.630727,中国中铁：公司中标多项重大工程，中标价合计约人民币 246.08亿元，约占本公司中国2017 年营业收入的 3.57%。,sina
26262,2019-03-29,0.769638,【中国中铁：2018年净利172亿元 同比增7%】中国中铁(601390)3月29日晚间披露年报，公司2018年实现营业收入7377.14亿元，同比增长6.92%；净利润171.98亿元，同比增长7.04%。基本每股收益0.72元。公司拟每10股派送现金红利1.28元。 （证券时报）,eastmoney
40190,2019-03-29,0.514686,"中国中铁全年营收7,377亿元人民币。",sina
51066,2019-03-29,0.662866,中国中铁：2018年度实现净利润172亿元，同比增长7.04%；拟10派1.28元。,wallstreetcn
21308,2019-03-29,0.613962,"云财经讯，中国中铁全年营收7,377亿元人民币。",yuncaijing
21710,2019-03-30,0.935727,云财经讯，承载中德先进制造对接合作的中德（沈阳）高端装备制造产业园，近日与沈阳西部建设投资有限公司、中国中铁股份有限公司等达成合作协议，以PPP模式引入社会资本76.78亿元，启动基础及公共设施项目建设，为进一步吸引外资企业进驻创造良好环境。（新华社）,yuncaijing
26722,2019-03-30,0.889111,【沈阳中德园启动76.78亿元PPP项目改善硬环境】承载中德先进制造对接合作的中德(沈阳)高端装备制造产业园，近日与沈阳西部建设投资有限公司、中国中铁股份有限公司等达成合作协议，以PPP模式引入社会资本76.78亿元，启动基础及公共设施项目建设，为进一步吸引外资企业进驻创造良好环境。（新华网）,eastmoney
26695,2019-03-30,0.584225,【唐呼铁路张集段接触网改造工程完工】据新华社30日消息，从中国中铁股份有限公司获悉，唐山至呼和浩特铁路河北张家口至内蒙古集宁段30日接触网扩能改造工程顺利完工，蒙煤外运通道将增容至年运量1亿吨。（证券时报网）,eastmoney
40807,2019-03-30,0.76531,【唐呼铁路张集段接触网改造工程完工 运力将大增】中国中铁电气化局集团公司披露，30日，唐山至呼和浩特铁路河北张家口至内蒙古集宁段接触网扩能改造工程顺利完工，蒙煤外运通道将增容至年运量1亿吨。,sina
52237,2019-03-31,0.781746,【北京城市副中心投资基金总规模达千亿元，北京城建、中国铁建等参与】日前，北京城市副中心投资基金正式签约成立，按照不低于1000亿元的总规模积极筹措北京城市副中心基金，目前首期基金募集规模达到144.1亿元，远超预期目标。北投集团和通州区政府是上述基金的基石投资人，北京城建、北京建工等市属国企以及中国中铁、中国铁建、中国中冶等多家央企以及香港新华集团等港资企业是基金有限合伙人。基金将立足城市副中心，重点投向基础设施、不动产和“高精尖”产业等相关领域。（北京日报）,wallstreetcn
21863,2019-03-31,0.913253,云财经讯，日前，北京城市副中心投资基金正式签约成立，按照不低于1000亿元的总规模积极筹措北京城市副中心基金，目前首期基金募集规模达到144.1亿元，远超预期目标。北投集团和通州区政府是上述基金的基石投资人，北京城建、北京建工等市属国企以及中国中铁、中国铁建、中国中冶等多家央企以及香港新华集团等港资企业是基金有限合伙人。基金将立足城市副中心，重点投向基础设施、不动产和“高精尖”产业等相关领域。（北京日报）,yuncaijing
41088,2019-03-31,0.781746,【北京城市副中心投资基金总规模达千亿元，北京城建、中国铁建等参与】日前，北京城市副中心投资基金正式签约成立，按照不低于1000亿元的总规模积极筹措北京城市副中心基金，目前首期基金募集规模达到144.1亿元，远超预期目标。北投集团和通州区政府是上述基金的基石投资人，北京城建、北京建工等市属国企以及中国中铁、中国铁建、中国中冶等多家央企以及香港新华集团等港资企业是基金有限合伙人。基金将立足城市副中心，重点投向基础设施、不动产和“高精尖”产业等相关领域。（北京日报）,sina
57226,2019-04-09,0.340336,一带一路板块全线启动，龙头中铁工业强势封板，晋西车轴、中国电建、中国中铁、中国交建纷纷走强。,wallstreetcn
24307,2019-04-09,0.501287,云财经讯，一带一路板块全线启动，龙头中铁工业强势封板，晋西车轴、中国电建、中国中铁、中国交建纷纷走强,yuncaijing
57182,2019-04-09,0.137336,"【4月9日上午复盘】09:25 格力电器一字涨停，封单超130万手，消息面上，格力集团拟通过公开征集受让方的方式，协议转让其持有的格力电器15%股权
09:25 伊利股份高开8%，公司拟以不超过35.00元/股价格回购股份，回购比例为2.5%-5%
09:29 煤化工板块下挫，鲁西化工一字跌停，龙星化工、鲁北化工、华鲁恒升纷纷大幅低开
09:33 染料板块分化，海翔药业涨停，吉华集团涨3%，七彩化学、亚邦股份、安诺其纷纷下挫
09:37 白马股开盘表现活跃，格力电器封板，伊利股份大涨9%，青岛海尔涨4%，万科A、美的集团纷纷走强
09:47 5G板块开盘走强，南京熊猫率先封板，法尔胜、新易盛、铭普光磁、创维数字纷纷走强
10:14 央企改革板块异动，龙头国投中鲁直线封板，中成股份、北方股份、长春一东纷纷走强
10:33 一带一路板块全线启动，龙头中铁工业强势封板，晋西车轴、中国电建、中国中铁、中国交建纷纷走强
11:14 汽车板块异动，龙头中通客车大涨7%，江淮汽车、一汽夏利、安凯客车、长城汽车小幅走强",wallstreetcn
45694,2019-04-10,0.979277,【东方资产：2018年不良资产新增投放1538亿元】东方资产董事长吴跃表示，2018年不良资产新增投放1538亿元，超额提前完成年初的目标，顺利推进中国中铁、中国黄金等市场化债转股项目，合作设立了北京市首支持科技企业纾困基金，参与资本市场救助，助力化解民营企业暂时流动性困难，协助实体企业进行破产重整，处置低效资产，促进结构转型升级，推动金融和实体经济形成良性循环。,sina
61179,2019-04-16,0.624767,中国中铁：联合体中标广州庆盛枢纽区块综合开发项目，项目总投资约164.06亿元。,wallstreetcn
26252,2019-04-16,0.683497,云财经讯，中国中铁：联合体中标广州庆盛枢纽区块综合开发项目，项目总投资约164.06亿元,yuncaijing
49240,2019-04-17,0.618076,【中国中铁：中标164亿元广州PPP项目】中国中铁公告，公司与控股子公司联合体中标广州庆盛枢纽区块综合开发项目，总投资约164亿元。政府方出资代表持股约35%、公司与控股子公司合计持股约65%。,sina
27720,2019-04-21,0.627635,云财经讯，由中国中铁建工集团承建的北京丰台站改建工程新建站房第一根钢柱21日成功吊装，这标志着国内首座双层车场火车站正式启动主体工程钢结构施工。（新华社）,yuncaijing
64448,2019-04-21,0.553662,"由中国中铁建工集团承建的北京丰台站改建工程新建站房第一根钢柱21日成功吊装，这标志着国内首座双层车场火车站正式启动主体工程钢结构施工。（新华社）
",wallstreetcn
50760,2019-04-21,0.449541,【国内首座双层车场火车站启动钢结构施工】由中国中铁建工集团承建的北京丰台站改建工程新建站房第一根钢柱21日成功吊装，这标志着国内首座双层车场火车站正式启动主体工程钢结构施工。（新华社）,sina
53314,2019-04-26,0.611991,证监会：中国中铁重组事项5月5日上会。,sina
55331,2019-05-01,0.949345,【济南轨道交通3号线控制性工程主体结构封顶】记者从中国中铁股份有限公司获悉，济南轨道交通3号线关键控制性工程——济南东车辆段主体结构1日顺利实现封顶，为全线今年国庆通车试运行提供了先决条件。济南轨道交通3号线是济南南北向市域快线，运营后，单向每小时可送达旅客3万至5.5万人次。（新华社）,sina
30721,2019-05-05,0.696436,云财经讯，中国中铁发行股份购买资产事项获中国证监会通过。,yuncaijing
71460,2019-05-05,0.646499,中国中铁：发行股份购买资产事项获中国证监会通过。,wallstreetcn
37060,2019-05-05,0.730417,【证监会：中国中铁重组事项过会】证监会5日披露，中国中铁发行股份购买资产事项获无条件通过。,eastmoney
56239,2019-05-05,0.611008,  中国中铁发行股份购买资产事项获中国证监会通过。,sina
73137,2019-05-08,0.914205,【中国中铁与上交所签署战略合作协议】5月7日，中国中铁与上海证券交易所在上海签署战略合作协议。中国中铁财务总监杨良与上交所副总经理刘绍统分别代表双方签署协议。刘绍统表示，上交所将充分发挥自身优势，围绕中国中铁的发展需求，提供更加优质的服务，希望双方携手共进、合作共赢。,wallstreetcn
57757,2019-05-08,0.914205,【中国中铁与上交所签署战略合作协议】5月7日，中国中铁与上海证券交易所在上海签署战略合作协议。中国中铁财务总监杨良与上交所副总经理刘绍统分别代表双方签署协议。刘绍统表示，上交所将充分发挥自身优势，围绕中国中铁的发展需求，提供更加优质的服务，希望双方携手共进、合作共赢。,sina
31574,2019-05-08,0.947562,云财经讯，5月7日，中国中铁与上海证券交易所在上海签署战略合作协议。中国中铁财务总监杨良与上交所副总经理刘绍统分别代表双方签署协议。刘绍统表示，上交所将充分发挥自身优势，围绕中国中铁的发展需求，提供更加优质的服务，希望双方携手共进、合作共赢。,yuncaijing
43832,2019-05-26,0.90934,【中国中铁拟入主恒通科技 或看好装配式建筑产业】5月26日晚间，恒通科技发布公告，该公司控股股东、实际控制人孙志强及第二大股东诸城晨光景泰股权投资基金有限公司(下称晨光景泰)已与中国中铁(601390)签署了《股份转让协议》。,eastmoney
66475,2019-05-26,0.960226,【恒通科技：中国中铁拟受让公司26.51%股份 成为公司控股股东】恒通科技(300374)5月26日晚间公告，中国中铁通过协议转让方式拟受让公司控股股东、实际控制人孙志强、第二大股东投资公司持有的公司合计26.51%股份，每股转让价格为12.00元/股，转让价款总额为7.82亿元。同时，孙志强放弃其所持公司30.62%股份的表决权。交易后，中国中铁将成为公司控股股东，国务院国资委将成为公司的实际控制人。公司股票将自5月27日起复牌。,sina
83513,2019-05-26,0.954252,恒通科技：公司控股股东拟变更为中国中铁，实控人拟变更为国务院国资委，公司股票将自5月27日上午开市起复牌。,wallstreetcn
36327,2019-05-26,0.93495,云财经讯，恒通科技：公司控股股东拟变更为中国中铁，实控人拟变更为国务院国资委，公司股票将自5月27日上午开市起复牌,yuncaijing
43858,2019-05-26,0.960226,【恒通科技：中国中铁拟受让公司26.51%股份 成为公司控股股东】恒通科技(300374)5月26日晚间公告，中国中铁通过协议转让方式拟受让公司控股股东、实际控制人孙志强、第二大股东投资公司持有的公司合计26.51%股份，每股转让价格为12.00元/股，转让价款总额为7.82亿元。同时，孙志强放弃其所持公司30.62%股份的表决权。交易后，中国中铁将成为公司控股股东，国务院国资委将成为公司的实际控制人。公司股票将自5月27日起复牌。,eastmoney
44219,2019-05-27,0.9517,【恒通科技复牌涨停 中国中铁拟受让股份并控股】恒通科技今日复牌一字涨停，股价报11.34元，为4月22日来最高，此前中国中铁宣布计划受让恒通科技26.5%股份并控股。根据交易所公告，股份转让价格为12元/股，总交易价格为7.8亿元；该转让价格较恒通科技上周五收盘高16%。,eastmoney
66880,2019-05-27,0.9517,【恒通科技复牌涨停 中国中铁拟受让股份并控股】恒通科技今日复牌一字涨停，股价报11.34元，为4月22日来最高，此前中国中铁宣布计划受让恒通科技26.5%股份并控股。根据交易所公告，股份转让价格为12元/股，总交易价格为7.8亿元；该转让价格较恒通科技上周五收盘高16%。,sina
16036,2019-05-29,0.374967,中国中铁(00390)公告，2019年5月29日，中国中铁股份有限公司收到中国证券监督管理委员会(简称“中国证监会”)下发的《关于核准中国中铁股份有限公司向中国国新控股有限责任公司等发行股份购买资产的批复》。,10jqka
69979,2019-06-02,0.752532,恒通科技收深交所关注函：2019年5月24日，你公司披露控股股东孙志强、第二大股东晨光景泰与中国中铁签署了《股份转让协议》。本次股权交易完成后，中国中铁成为控股股东，国务院国资委将成为公司实际控制人。请说明你公司引入中国中铁作为控股股东的原因，中国中铁与你公司业务是否存在协同效应。,sina
16984,2019-06-02,0.0711568,深交所下发对恒通科技的关注函，要求说明公司引入中国中铁作为控股股东的原因，中国中铁与公司业务是否存在协同效应；说明控股股东孙志强放弃部分表决权的原因，放弃表决权的行为是否具备法律效力。,10jqka
87380,2019-06-02,0.0723017,【恒通科技收深交所关注函，要求说明引入中国中铁作为控股股东的原因】深交所下发对恒通科技的关注函，要求说明公司引入中国中铁作为控股股东的原因，中国中铁与公司业务是否存在协同效应；说明控股股东孙志强放弃部分表决权的原因，放弃表决权的行为是否具备法律效力。,wallstreetcn
38169,2019-06-02,0.100497,云财经讯，深交所下发对恒通科技的关注函，要求说明公司引入中国中铁作为控股股东的原因，中国中铁与公司业务是否存在协同效应；说明控股股东孙志强放弃部分表决权的原因，放弃表决权的行为是否具备法律效力。,yuncaijing
71010,2019-06-04,0.949996,【中国中铁旗下公司“智慧路灯”在武汉投入使用】近日，中国中铁武汉电气化局集团输变电公司智慧能源事业部承建的武汉东湖新技术开发区路灯智能控制系统项目顺利通过工程验收，正式投入使用。,sina
38723,2019-06-04,0.954728,云财经讯，近日，中国中铁武汉电气化局集团输变电公司智慧能源事业部承建的武汉东湖新技术开发区路灯智能控制系统项目顺利通过工程验收，正式投入使用。,yuncaijing
88582,2019-06-04,0.949996,【中国中铁旗下公司“智慧路灯”在武汉投入使用】近日，中国中铁武汉电气化局集团输变电公司智慧能源事业部承建的武汉东湖新技术开发区路灯智能控制系统项目顺利通过工程验收，正式投入使用。,wallstreetcn
48638,2019-06-11,0.442388,【港股高铁基建股午后继续大涨】港股高铁基建股午后继续大涨，中国中铁涨7.29%、中国铁建涨7.02%、中国交通建设涨4.85%、中国中车涨3.52%。,eastmoney
18868,2019-06-11,0.649576,地方政府专项债券迎来政策支持，港股高铁基建股全线上扬。中国铁建涨3.19%，中国中铁涨2.43%，中国交通建设涨2.28%，中国中车涨0.76%。,10jqka
74094,2019-06-11,0.518588,港股高铁基建股午后继续大涨，中国中铁涨7.29%、中国铁建涨7.02%、中国交通建设涨4.85%、中国中车涨3.52%。,sina
74651,2019-06-12,0.8755,【雄安集团召开参建企业第一次联席会议】6月10日，雄安集团召开新区参建企业第一次联席会议。中国建筑、中国交建、中国中铁、中国铁建、中国电建、国家电网等30家参建企业代表，雄安集团有关领导和部门负责人约100人参加会议。,sina
49073,2019-06-12,0.888755,【雄安集团召开新区参建企业第一次联席会议】6月10日，雄安集团召开新区参建企业第一次联席会议。中国建筑、中国交建、中国中铁、中国铁建、中国电建、国家电网等30家参建企业代表，雄安集团有关领导和部门负责人约100人参加会议。（证券时报）,eastmoney
42419,2019-06-19,0.938883,云财经讯，中国中铁公告，近日，由公司旗下全资子公司中铁九局集团匈牙利有限责任公司、中铁电气化局集团匈牙利有限公司和匈牙利当地公司组成的联营体中标匈牙利肖罗克莎尔（含）——克莱比奥（边境）铁路升级采购EPC项目，中标金额约为20.79亿美元，约折合143.33亿元人民币；公司所属两家企业在联合体中标工程中所占施工份额为50%，所占中标金额约折合71.67亿元人民币。,yuncaijing
42428,2019-06-19,0.676846,云财经讯，中国中铁中标10.4亿美元的匈牙利铁路升级采购EPC项目。,yuncaijing
20674,2019-06-19,0.871096,中国中铁6月19日晚间公告，近日，由公司旗下全资子公司中铁九局集团匈牙利有限责任公司、中铁电气化局集团匈牙利有限公司和匈牙利当地公司组成的联营体中标匈牙利肖罗克莎尔（含）——克莱比奥（边境）铁路升级采购EPC项目，中标金额约为20.79亿...,10jqka
78196,2019-06-20,0.956655, 【中铁投资与沈阳市铁西区签署战略合作框架协议 总额约500亿】6月20日，从2019中德（沈阳）高端装备制造高峰论坛上获悉：世界500强企业、沪深主板上市公司“中国中铁股份有限公司”全资子公司——中铁投资集团有限公司与沈阳市铁西区人民政府正式签署战略合作框架协议，双方将形成全面战略合作伙伴关系。中铁投资集团拟在铁西区新增投资约500亿元—中国中铁位列近年在沈阳战略布局企业投资额三甲，同时公司总资产规模亦位列三甲。,sina
42763,2019-06-20,0.966194,云财经讯，6月20日，从2019中德（沈阳）高端装备制造高峰论坛上获悉：世界500强企业、沪深主板上市公司“中国中铁股份有限公司”全资子公司——中铁投资集团有限公司与沈阳市铁西区人民政府正式签署战略合作框架协议，双方将形成全面战略合作伙伴关系。中铁投资集团拟在铁西区新增投资约500亿元—中国中铁位列近年在沈阳战略布局企业投资额三甲，同时公司总资产规模亦位列三甲。,yuncaijing
51438,2019-06-20,0.687269,【中国中铁：近期中标逾168亿元重大工程】中国中铁(601390)6月20日晚间公告，近期，公司中标多个重大工程，工程中标价合计约168.54亿元，约占公司2018年营业收入的2.28%。（证券时报网）,eastmoney
21261,2019-06-21,0.14175,"中证网讯 6月21日，中国中铁公告，中标十项海内外重大工程，工程中标价合计约168.54亿元元，约占公司2018年营业收入的2.28%。据choice数据统计，今年上半年已累计有661家公司公布2020笔重大经营合同,合同金额共计1.72万亿元。与去年同期相比，签...",10jqka
80424,2019-06-25,0.89316,【京张高铁“四电”房屋主体工程完工】中国中铁电气化局披露，京张高铁黄土店牵引变电所室内主变基础浇筑25日顺利完成，标志着京张高铁全线“四电”设备房屋主体工程完成。铁路“四电”工程是指，通信工程、信号工程、电力工程和电气化工程。据悉，京张高铁全线预计9月开始联调联试，今年年底建成通车。（中新社）,sina
51713,2019-07-22,0.665201,云财经讯，中国中铁上半年新签合同7013亿元人民币，同比增长10.5%。,yuncaijing
92419,2019-07-22,0.596997,中国中铁：近期中标多个重大工程，中标价合计约284亿元。,sina
51714,2019-07-22,0.668221,云财经讯，中国中铁：近期中标多个重大工程，中标价合计约284亿元,yuncaijing
29436,2019-07-22,0.527378,中国中铁：近期中标284亿元重大工程；庄园牧场：向证监会申请中止公开发行可转债审核；汇通能源控股股东拟溢价15%要约收购不超21%股份。,10jqka
56938,2019-08-08,0.206915,云财经讯，8月8日，MSCI公布8月季度调整显示，共计10只个股添加到MSCI A股在岸指数，无剔除，其中前三大标的包括中国人保，中国中铁，万华化学，其余标的包括汤臣倍健、中国船舶、海航控股 、攀钢钒钛等,yuncaijing
100015,2019-08-08,0.00507455,【MSCI A股在岸指数新增10只成分股】8月8日，MSCI公布8月季度调整显示，共计10只个股添加到MSCI A股在岸指数，无剔除，其中前三大标的包括中国人保，中国中铁，万华化学，其余标的包括汤臣倍健、中国船舶、海航控股 、攀钢钒钛、 维信诺、药明康德、 韵达股份；MSCI A股在岸小盘指数无调整。,sina
100014,2019-08-08,0.854461,【MSCI：新增7只MSCI中国指数标的】8月8日，MSCI公布新增7只MSCI 中国指数（MSCI China All Shares Indexes）成分股，1只剔除，其中，海底捞、中国中铁和万华化学成为最大三家新增标的；MSCI 中国全流通小盘指数（MSCI China All Shares Small Cap Index.）中，1家新增，3只剔除。,sina
34268,2019-08-08,0.765132,MSCI公布新增7只MSCI 中国指数（MSCI China All Shares Indexes）成分股，1只剔除，其中，海底捞、中国中铁和万华化学成为最大三家新增标的；MSCI 中国全流通小盘指数（MSCI China All Shares Small Cap Index.）中，1家新增，3只剔除。,10jqka
66231,2019-08-08,0.0156138,【MSCI A股在岸指数新增10只成分股】8月8日，MSCI公布8月季度调整显示，共计10只个股添加到MSCI A股在岸指数，无剔除，其中前三大标的包括中国人保，中国中铁，万华化学，其余标的包括汤臣倍健、中国船舶、海航控股 、攀钢钒钛、 维信诺、药明康德、 韵达股份；MSCI A股在岸小盘指数无调整。（e公司）,eastmoney
34266,2019-08-08,0.00892802,MSCI公布8月季度调整显示，共计10只个股添加到MSCI A股在岸指数，无剔除，其中前三大标的包括中国人保，中国中铁，万华化学，其余标的包括汤臣倍健、中国船舶、海航控股 、攀钢钒钛、 维信诺、药明康德、 韵达股份；MSCI A股在岸小盘指数无调整。,10jqka
66230,2019-08-08,0.838854,【MSCI：新增7只MSCI中国指数标的】8月8日，MSCI公布新增7只MSCI中国指数(MSCI China All Shares Indexes)成分股，1只剔除，其中，海底捞、中国中铁和万华化学成为最大三家新增标的；MSCI 中国全流通小盘指数(MSCI China All Shares Small Cap Index。)中，1家新增，3只剔除。（e公司）,eastmoney
68570,2019-08-16,0.843082,【西部开发概念股拉升 基建头部企业有前景】昨日盘中，受《西部陆海新通道总体规划》利好消息影响，北新路桥、西部建设、天山股份等西部开发概念股强势拉升。民生证券分析师王介超认为，《规划》发挥多区域交汇的重要枢纽作用、完善西部基建。基建资金面改善，政策面持续释放利好，区域性战略升级有望带来结构性投资机会。未来几年将成为西部铁路、公路建设快速推进期，建议关注相关细分子行业头部企业及区域性基建头部企业，包括中国建筑、中国中铁、中国铁建、四川路桥等。(重庆商报),eastmoney
38990,2019-08-25,0.427881,中国中铁公告称，公司董事会于2019 年8 月25 日以通讯表决方式召开第四届董事会第二十五次会议，以7票同意、0 票反对、0 票弃权审议通过《关于选举公司董事长的议案》，选举张宗言为公司董事长，任期自董事会通过之日起至公司第四届董事会任期届...,10jqka
61497,2019-08-25,0.842977,云财经讯，中国中铁公告称，公司董事会于2019 年8 月25 日以通讯表决方式召开第四届董事会第二十五次会议，以7票同意、0 票反对、0 票弃权审议通过《关于选举公司董事长的议案》，选举张宗言为公司董事长，任期自董事会通过之日起至公司第四届董事会任期届满之日止。与此同时，公司法定代表人亦变更为张宗言。此外，公司聘任陈云为公司新任总裁。（中证报）,yuncaijing
106828,2019-08-25,0.742799,【中国中铁：选举张宗言为公司董事长】中国中铁8月25日晚间公告，选举张宗言为公司董事长，聘任陈云为公司总裁。根据《公司章程》规定，公司董事长为公司法定代表人，故公司法定代表人亦变更为张宗言。,sina
106797,2019-08-25,0.840111,【中国中铁董事长、总裁双双变更】中国中铁公告称，公司董事会于2019 年8 月25 日以通讯表决方式召开第四届董事会第二十五次会议，以7票同意、0 票反对、0 票弃权审议通过《关于选举公司董事长的议案》，选举张宗言为公司董事长，任期自董事会通过之日起至公司第四届董事会任期届满之日止。与此同时，公司法定代表人亦变更为张宗言。此外，公司聘任陈云为公司新任总裁。（中证报）,sina
