,date,sentiment_score,content,source
4341,2019-01-09,0.747151,【腾讯等八家公司虚拟银行牌照申请已入围下轮甄选】香港金管局已向八家公司发出通知函，知会其虚拟银行牌照申请已经进入下一轮甄选。这八家公司中包括渣打香港、众安在线、腾讯和蚂蚁金服。据传小米、香港电讯、中国平安旗下公司等亦有望入选。（苹果日报）,wallstreetcn
4978,2019-01-11,0.982181,【联想集团与美国电讯商推首款5G手机moto z3】拉斯维加斯消费电子展（CES）日前开展，5G网络成为会上热点，联想集团在展览中推出与美国威讯无线（Verizon）合作的首款5G智能手机moto z3，声称可以1秒钟实现5G，联想集团董事长杨元庆介绍，其联想5G通模块，将于今年初推向市场，能让兼容5G的设备随时接入5G网络。,sina
1110,2019-01-11,0.0869052,港股恒指收涨0.55%，教育、电讯设备股涨幅居前，医药股集体下行，中国生物制药跌近4%；小米集团逆转此前跌势收涨3.7%。,10jqka
1117,2019-01-11,0.566656,据英国《每日电讯报》1月9日报道，一项新研究显示，饮料巨头可口可乐在过去30年里影响了中国应对肥胖的政策。该公司推动了一项主张，即超重和肥胖的主要原因是缺乏锻炼而非营养不良。,10jqka
6222,2019-01-14,0.881542,【英媒：英国跨党派议员就脱欧拟提案二次公投】英国《每日电讯报》援引包括前保守党总检察总长Dominic Grieve在内议员的话报导指出，英国一个跨党派议员团体提议对脱欧举行二次公投，将公布立法草案。参与立法草案的其他议员包括自由民主党领袖Vince Cable爵士和前下议院主事官Lord Lisvane。议员还必须提出新的立法，取消3月29日的英国脱欧日期。,sina
7310,2019-01-14,0.561786,"英国一个跨党派议员团体提议对脱欧举行二次公投，将公布立法草案。（每日电讯报）
",wallstreetcn
6654,2019-01-15,0.376193,俄罗斯总统助理就美国“通俄门”事件置评：全是阴谋论。（国际文传电讯社）,sina
7836,2019-01-15,0.173117,"俄罗斯总统发言人佩斯科夫就美国“通俄门”事件置评：全是阴谋论。美国不可能令俄罗斯放弃自身政策。（国际文传电讯社）
",wallstreetcn
5047,2019-01-16,0.838537,   云财经讯，央行：2019年1月16日上午，北京市政府与环球同业银行金融电讯协会（SWIFT）在北京签署合作备忘录。根据双方的合作备忘录， SWIFT将在京设立外商独资企业，从比利时总部承接中国区业务，为中国用户提供本地化的服务。,yuncaijing
8687,2019-01-16,0.858847,【北京市政府与SWIFT签署合作备忘录，SWIFT将在京设立外商独资企业】1月16日上午，北京市政府与环球同业银行金融电讯协会（SWIFT）在北京签署合作备忘录。根据双方的合作备忘录， SWIFT将在京设立外商独资企业，从比利时总部承接中国区业务。该公司成立后，将加入中国支付清算协会并由中国人民银行依法进行监督管理。,wallstreetcn
7425,2019-01-16,0.963965,  【聊天宝上架苹果商店 次日榜单排行超微信】1月15日晚，快如科技在京召开了新品发布会，将其所开发的子弹短信迭代为“聊天宝”。1月16日消息，据苹果应用商店App Store榜单显示，截止发稿前，“聊天宝”力压微信、QQ等热门APP，在免费类社交榜应用中居于第二位。此外，App Store排名的具体算法和依据尚未公开，目前可获知影响App Store免费榜排名的主要因素为下载量，下载量或是其主要的排名依据，除此之外，应用版本更新其排名也产生一定影响。（美港电讯）,sina
7649,2019-01-16,0.97954,【Facebook出资3亿美元支持本地新闻】Facebook周二表示，计划出资3亿美元，加强全球各地新闻报道覆盖率。美港电讯获悉，这笔资金将用于增加报道当地新闻的资源，招募和安排见习记者进入当地新闻编辑部，以及研究技术如何帮助当地新闻采集。Facebook表示，此举旨在帮助世界各地的新闻编辑部创建可行的商业模式。,sina
7332,2019-01-16,0.784056,中国央行：2019年1月16日上午，北京市政府与环球同业银行金融电讯协会（SWIFT）在北京签署合作备忘录。根据双方的合作备忘录， SWIFT将在京设立外商独资企业，从比利时总部承接中国区业务，为中国用户提供本地化的服务。,sina
9555,2019-01-17,0.621708,"俄罗斯能源部长诺瓦克：计划在达沃斯论坛期间会见沙特石油大臣法力赫。（国际文传电讯社）
",wallstreetcn
10954,2019-01-18,0.764177,"英国政府指引：如果举行第二轮脱欧公投，将需要一年的时间来组织。（英国每日电讯报）
",wallstreetcn
1809,2019-01-18,0.514639,市场消息称，特斯拉CEO马斯克在一封邮件中表示要削减7%的全职员工。（美港电讯）,10jqka
8989,2019-01-18,0.764177,英国政府指引：如果举行第二轮脱欧公投，将需要一年的时间来组织。（英国每日电讯报）,sina
5664,2019-01-18,0.829528,云财经讯，英国政府指引：如果举行第二轮脱欧公投，将需要一年的时间来组织。（英国每日电讯报）,yuncaijing
10817,2019-01-18,0.487276,"英国政府诸多大臣们准备辞职，以阻止不列颠无协议脱欧。（英国每日电讯报）
",wallstreetcn
11165,2019-01-19,0.521775,"英国首相May与欧盟首脑通话，但并未改变自己的要求。（英国每日电讯报）
",wallstreetcn
9822,2019-01-21,0.00839702,【英媒：英国首相特蕾莎-梅考虑修改耶稣受难日协议】英国《电讯报》援引知情人士报道，英国首相特蕾莎-梅正在考虑修改耶稣受难日协议(Good Friday Agreement)，作为向爱尔兰保证英国致力于爱尔兰与北爱尔兰之间不产生“硬边界”的努力之一。欧盟消息人士称，这一提议没有成功的希望；一些英国政府的消息人士称，他们对提议能否奏效表示怀疑。另一个想法是制定一项“具有法律约束力”的协议，由英国、爱尔兰和欧盟承诺，3月英国脱离欧盟后，爱尔兰岛不会出现硬边界。英国政府的一位发言人没有就此问题发表评论。,sina
12054,2019-01-21,0.179229,"据英国《电讯报》，英国首相特里莎·梅正在考虑修改耶稣受难日协议（Good Friday Agreement），作为向爱尔兰保证英国致力于与爱尔兰不产生“硬边界”的努力之一。但天空新闻称政府消息人士否认了该报道。
",wallstreetcn
10281,2019-01-22,0.830107,特斯拉已经与天津力神电池股份公司签订初步协议，向上海工厂供应电池。（美港电讯）,sina
12958,2019-01-23,0.531834,"西班牙要求欧盟将直布罗陀问题纳入针对英国无协议脱欧的筹备工作。（英国每日电讯报）
",wallstreetcn
14506,2019-01-24,0.651014,"英国政府大约20名大臣已经在议会秘密开会，讨论关于阻止不列颠潜在无协议脱欧的计划。（英国每日电讯报）
",wallstreetcn
11846,2019-01-24,0.651014,英国政府大约20名大臣已经在议会秘密开会，讨论关于阻止不列颠潜在无协议脱欧的计划。（英国每日电讯报）,sina
14697,2019-01-25,0.930803,"据英国每日电讯报报道，英国北爱尔兰民主统一党（DUP）可能会支持Graham Brady就英国脱欧问题给出的担保计划修正案。
（英镑兑美元目前涨0.68%，暂报1.3158，徘徊于日高1.3165附近。）
",wallstreetcn
11942,2019-01-25,0.930803,据英国每日电讯报报道，英国北爱尔兰民主统一党（DUP）可能会支持Graham Brady就英国脱欧问题给出的担保计划修正案。（英镑兑美元目前涨0.68%，暂报1.3158，徘徊于日高1.3165附近。）,sina
12912,2019-01-28,0.95059,  【苹果计划推出游戏订阅服务】据五名知情人士透露，苹果正计划为游戏提供订阅服务。这项服务的功能将类似于奈飞，允许付费用户访问捆绑的游戏列表。上述知情人士称，苹果从2018年下半年开始与游戏开发商私下讨论一项订阅服务。美港电讯获悉，目前还不清楚订阅费用是多少，也不清楚苹果将提供什么样的游戏。这项服务仍处于开发的早期阶段，苹果可能最终决定放弃它。据两名知情人士透露，苹果还讨论了以发行商的身份与开发商合作，这可能表明苹果希望承担部分游戏的分销、营销和其他相关成本。,sina
14052,2019-01-29,0.980253,【英媒：英国保守党政客提出脱欧计划C】据英国电讯报报道，英国保守党内的脱欧派和留欧派提出化解当前僵局的“橄榄枝”，并在上周呈交英国首相特蕾莎-梅办公室。Jacob Rees-Mogg、Steve Baker、Nicky Morgan和Stephen Hammond支持这项提议。如果梅提出的修正方案未能赢得足够投票，这一新提议将作为计划C。,sina
17325,2019-01-29,0.916125,"【报道称英国保守党议员提出脱欧C计划】英国保守党内的脱欧派和留欧派提出化解当前僵局的新计划，并在上周呈交英国首相办公室。Jacob Rees-Mogg、Steve Baker、Nicky Morgan和Stephen Hammond支持这项提议。（电讯报）
",wallstreetcn
14704,2019-01-30,0.896573,【Vale正式宣布关停10座大坝 预计最大影响年产量4000万吨】据报道，淡水河谷于巴西当地时间周二宣布，公司向巴西能源和环境部提出关闭10座上游水坝的申请，并得到了批准。淡水河谷将投资50亿雷亚尔关停这些水坝，整个关停过程可能持续1-3年的时间。按照初步的测算，该计划或将影响4000万吨铁矿石产量，其中包括1100万吨球团矿。Mysteel年度报告预计2018年度淡水河谷的铁矿石总产量在3.9亿吨。（美港电讯）,sina
19839,2019-02-01,0.345425,"联合利华增加仓储设施租赁，以应对英国退欧后的库存。（英国每日电讯报）
",wallstreetcn
15610,2019-02-01,0.361755,  特斯拉CEO埃隆·马斯克：不打算制造长轴距特斯拉轿车。（美港电讯）,sina
9925,2019-02-03,0.534952,【俄能源部表示正在努力履行OPEC+减产协议】据国际文传电讯社莫斯科1月30日电，俄能源部长诺瓦克表示，据初步统计，与2018年10月相比，俄已将原油产量减少了5万桶/日；与2018年12月相比，减产10万桶/日。,eastmoney
16511,2019-02-05,0.895852,英国石油在伦敦交易所的单日行情势创2016年9月以来最佳。（美港电讯）,sina
16820,2019-02-06,0.627522,英国部长们讨论将脱欧期限推迟到5月24日的计划。（英国电讯报）,sina
20927,2019-02-06,0.873861,"英镑兑美元目前涨0.02%，暂报1.2954。据英国每日电讯报报道，英国内阁大臣们讨论将脱欧期限推迟至5月24日的计划。
",wallstreetcn
7043,2019-02-07,0.730856,云财经讯，《电讯报》报道称，对英国首相特里莎·梅脱欧协议的第二次投票正计划于2月25日开始的一周里进行。,yuncaijing
10581,2019-02-07,0.955643,【担心时间来不及 英国考虑推迟8周“脱欧”】英国内阁大臣正秘密商议，万一来不及，可能把英国脱离欧洲联盟的截止期限推迟8周，从3月29日延至5月24日。英国《每日电讯报》5日晚报道，英国原定3月29日正式“脱欧”。如今，英国内阁大臣希望欧盟在原定“脱欧”日期到期后给予两个月“宽限”，以备英国首相特雷莎·梅提交的“脱欧”协议获得议会通过以及完成所有立法程序。（新华网）,eastmoney
17054,2019-02-07,0.776553,【英国议会对脱欧协议的第二次投票计划在2月底进行】《电讯报》报道称，对英国首相特里莎·梅脱欧协议的第二次投票正计划于2月25日开始的一周里进行。,sina
17050,2019-02-07,0.955643,【担心时间来不及 英国考虑推迟8周“脱欧”】英国内阁大臣正秘密商议，万一来不及，可能把英国脱离欧洲联盟的截止期限推迟8周，从3月29日延至5月24日。英国《每日电讯报》5日晚报道，英国原定3月29日正式“脱欧”。如今，英国内阁大臣希望欧盟在原定“脱欧”日期到期后给予两个月“宽限”，以备英国首相特雷莎·梅提交的“脱欧”协议获得议会通过以及完成所有立法程序。（新华网）,sina
16968,2019-02-07,0.597928, Facebook被德国方面命令更改用户数据政策。（美港电讯）,sina
16964,2019-02-07,0.801574,Facebook回应德国卡特尔办公室称，卡特尔办公室低估了我们面临的竞争，破坏了欧洲的隐私制度，不同意卡特尔办公室的裁决，将会上诉。（美港电讯）,sina
16963,2019-02-07,0.805587,Facebook将有4个月的时间对德国方面做出的裁决制定行动计划，如果不服从德国方面的命令，将会面临1000万欧元的处罚。（美港电讯）,sina
21212,2019-02-07,0.765227,"英镑兑美元目前跌0.1%，暂报1.2931。据英国每日电讯报报道，相关方面计划2月底之前举行第二轮脱欧公投。
",wallstreetcn
26357,2019-02-18,0.718289,"微软今夏将在伦敦开放英国首个旗舰店。（每日电讯报）
",wallstreetcn
21260,2019-02-18,0.718289,微软今夏将在伦敦开放英国首个旗舰店。（每日电讯报）,sina
21796,2019-02-19,0.941071,【IBM人工智能瞄准拉美 准备在巴西圣保罗开设人工智能研究中心】据ZDNet报道，IBM（IBM.N）准备在巴西圣保罗开设人工智能研究中心，这是IBM人工智能网络“AI Horizons Network”在拉丁美洲开设的第一家研究中心。美港电讯获悉，这一研究中心由IBM和圣保罗研究基金会共同运营，号称“具有促进人工智能范式转变的潜力”，旨在开发对行业有益的应用程序，打造“颠覆性研究项目”，而农业综合企业、金融服务和医疗保健企业有望从该中心获益。,sina
21303,2019-02-19,0.968849,【汇丰：今年金融市场的反弹已帮助汇丰挽回部分收入损失】分析师Paul J. Davies认为，今年金融市场的反弹已经帮助汇丰挽回了部分收入损失，尤其是在保险业。但随着全球利率走势的不确定性，对利息收入的预期可能会下降。美港电讯获悉，汇丰若想在2020年前实现有形资产回报率从去年的8.6%提高到11%的目标，难度会更大。不仅如此，这还暗示着，英国央行比许多人想象的要复杂得多。这两个因素都可能拖累其相对于巴克莱和瑞士信贷等欧洲同行的估值溢价。汇丰在美股现在跌4%，报41.05美元。,sina
21276,2019-02-19,0.0250435,【 “恐慌性买入”情绪或将推动股市进一步走高】标普500指数上周已经累涨2%，连续七周录得上扬。这表明，标普500指数已经越过200天线，这是交易者所认为的重要价格水平。标普500指数距离2800点仅一步之遥，自去年11月初以来标普500指数就没有站上过2800点。据CNBC，野村证券表示，股市现在似乎陷入一种“恐慌性买入”情绪，此前一直落后于大盘的投资者的购买行为有所加强。美港电讯获悉，在美国零售销售数据疲弱后暂停买入的系统性趋势追随者，也被迫跟随市场增加新的多头头寸。野村证券预计，短期内，这种“恐慌性买入”情绪或将推动股市进一步走高。,sina
22463,2019-02-20,0.0301426,【高盛：苹果和美光科技四季度业绩拖累标普500指数企业整体收益】高盛分析师在一份报告中称，如果没有几家公司业绩不佳，标普500指数企业整体收益可能会出现强劲增长。其中，苹果和美光科技对标普500指数企业收益的负面影响最大。这两家科技公司对标普500指数企业全年预期盈利增长率目标（4%）拖累程度达20%，美光公司的影响为-13%，苹果的影响为-7%。美港电讯获悉，苹果在四季度业绩报告出炉前告知投资者，可能达不到之前的收入预期，部分地区销售疲软。美光科技的四季度盈利低于分析师预期，下调了资本支出指引，并提及芯片市场供过于求。摩根大通和亚马逊为标普500指数企业整体 盈利作出了巨大贡献，分别对标普500指数企业2019年盈利预期造成6%的影响。,sina
22414,2019-02-20,0.97916,【从电商业务来看 沃尔玛在正面迎战亚马逊时未必会落败】最新公布的沃尔玛百货2019财年第四季度与全年财报显示，沃尔玛在网站建设方面取得可喜进展。第四季度中，沃尔玛的电商销售额上涨43%，全年的电商销售额增速则为40%，符合公司预期。市场研究公司eMarketer数据显示，尽管亚马逊占据了美国电商领域的半壁江山，但沃尔玛在该领域攻城略地的势头依旧猛烈。eMarketer预计，至2019年底，沃尔玛在美国电商市场的份额将达4.6%，高于2018年的4%。美港电讯获悉，近期沃尔玛曾推出新品牌MoDRN，发力在线销售家具市场，而通过收购Modcloth、Bonobos等本土数字品牌，沃尔玛进一步拓展电商业务的决心也可见一斑。,sina
14708,2019-02-21,0.401176,【字节跳动新增商标“字节锤子”】数据显示，1月24日，北京字节跳动科技有限公司新增6个名为“字节锤子”的商标，所属类别分别为“软件产品、科学仪器”、“科研服务”、“广告、销售、商业服务”、“教育、娱乐服务”、“社交、法律服务”、“电讯、通信服务”，目前状态为申请收文。(36氪),eastmoney
10138,2019-02-21,0.710962,云财经讯，天眼查数据显示，1月24日，北京字节跳动科技有限公司新增6个名为“字节锤子”的商标，所属类别分别为“软件产品、科学仪器”、“科研服务”、“广告、销售、商业服务”、“教育、娱乐服务”、“社交、法律服务”、“电讯、通信服务”，目前状态为申请收文。,yuncaijing
28398,2019-02-21,0.511443,【字节跳动新增商标“字节锤子”，涉软件产品、通信服务等】据天眼查数据显示，1月24日，北京字节跳动科技有限公司新增6个名为“字节锤子”的商标，所属类别分别为“软件产品、科学仪器”、“科研服务”、“广告、销售、商业服务”、“教育、娱乐服务”、“社交、法律服务”、“电讯、通信服务”，目前状态为申请收文。（一财）,wallstreetcn
22845,2019-02-21,0.448388,【字节跳动新增商标“字节锤子”】数据显示，1月24日，北京字节跳动科技有限公司新增6个名为“字节锤子”的商标，所属类别分别为“软件产品、科学仪器”、“科研服务”、“广告、销售、商业服务”、“教育、娱乐服务”、“社交、法律服务”、“电讯、通信服务”，目前状态为申请收文。（36氪）,sina
10590,2019-02-22,0.826742,云财经讯，英国《金融时报》报道，香港将在未来几周内向六家运营商发放虚拟银行牌照，预计包括腾讯旗下的支付业务财付通、蚂蚁金服、小米、渣打，香港电讯以及众安在线及其合作伙伴中信银行。,yuncaijing
23640,2019-02-22,0.802446,【香港将在未来数周发放六张虚拟银行牌照 含蚂蚁金服、小米等】英国《金融时报》报道，香港将在未来几周内向六家运营商发放虚拟银行牌照，预计包括腾讯旗下的支付业务财付通、蚂蚁金服、小米、渣打，香港电讯以及众安在线及其合作伙伴中信银行。,sina
29467,2019-02-22,0.738219,"小葱APP讯，据英国《金融时报》消息，香港将在未来几周内向六家运营商发放虚拟银行牌照，预计包括腾讯旗下的支付业务财付通、蚂蚁金服、小米、渣打、香港电讯，以及众安在线及其合作伙伴中信银行。
",wallstreetcn
25235,2019-02-26,0.0466975,"【投资组合经理：通用电气出售生物制药业务不能解决在电力业务的真正问题】
通用电气周一宣布将以214美元向Danaher出售旗下生物制药业务，这是该公司自去年9月份Lawrence Culp执掌CEO一职以来最大的战略逆转。美港电讯获悉，通用电气曾在一年前拒绝Danaher对该业务的收购。知情人士透露，在Culp被任命为首席执行长后，通用电气的立场发生了改变，董事会对这笔交易的态度变得更加开放。通用电气从这笔交易中获得约200亿美元的净收益，用于削减债务。通用电气在去年12月底的债务多达1210亿美元。尽管通用电气CEO Culp称出售生物制药业务给Danaher是通用电气扭转颓势的关键里程碑，但是波士顿私人财富的投资组合经经理Richard Grasfeder表示，这项交易并没有解决通用电气在电力业务面临的真正问题。",sina
31658,2019-02-26,0.429511,"即便是无协议脱欧，英国仍计划向欧盟支付数十亿分手费。（电讯报）
",wallstreetcn
27119,2019-03-01,0.555869,环球同业银行金融电讯协会（SWIFT）数据显示，1月人民币维持国际支付第五大最活跃货币，份额从去年12月的2.07%升至2.15%，创2016年1月以来新高。,sina
27244,2019-03-01,0.894797,【英国政府将建立新的科技企业监管机构 监管计划下月出台】据Business Insider，英国政府表示，如果Facebook和谷歌等企业不清除平台上被认为有害的内容，将被处以数十亿美元的罚款。英国数字和创意产业部长Margot James在采访中表示，新的独立科技监管机构将被赋予惩罚Facebook和谷歌等未能妥善保护用户的公司的权力。该机构将决定什么是有害内容，并对那些没有迅速采取行动删除不当内容的公司进行惩罚。美港电讯获悉，英国政府关于监管科技公司的计划将在下个月的一份政策文件中公布。此前，英国部长级官员上周会晤了包括Facebook首席执行官扎克伯格在内的硅谷科技高管。,sina
34421,2019-03-01,0.555869,"环球同业银行金融电讯协会（SWIFT）数据显示，1月人民币维持国际支付第五大最活跃货币，份额从去年12月的2.07%升至2.15%，创2016年1月以来新高。
",wallstreetcn
17948,2019-03-02,0.881038,【网约车平台LYFT据悉申请在纳斯达克上市】市场消息，网约车公司Uber的竞争对手Lyft提交美国IPO申请，寻求以“LYFT”为代码在美国纳斯达克交易所上市。摩根大通、瑞士信贷和杰富瑞牵头Lyft的IPO。 Lyft将拥有两类普通股。Lyft 2018年营收21.6亿美元，亏损9.113亿美元，拥有190万名司机。Lyft将继续秘密寻求并购。(美港电讯),eastmoney
36472,2019-03-05,0.0178334,"小葱APP讯，英国数字银行应用Revolut创始人兼首席执行官Nik Storonsky在近日的博客文章中否认了对该公司洗钱和主观疏忽的指控。他表示：“本周，媒体上出现了一些关于我们的误导性的信息，但我们在那段时间里并没有违反法律或监管要求的行为。我们对该段时间进行的所有交易都进行了彻底审查，确认没有违规行为。”上周，英国每日电讯报曾报道，该公司高管在去年曾故意停止反洗钱（AML）软件的监控，这一行为已引起了英国金融监管机构FCA的注意。（Cointelegraph）
",wallstreetcn
29312,2019-03-06,0.910001,沙特阿拉伯计划放宽免签游客入境限制，以帮助其依赖石油的经济实现多元化。（美港电讯）,sina
19617,2019-03-07,0.827162,【字节跳动去年亏大了 推出TikTok后亏损12亿美元】在2018年，在推出火爆APP海外版抖音“TikTok”后，字节跳动亏损了12亿美元。财报情况喜忧参半，根据之前未报告的数据显示，TikTok在印度得到了广泛应用，但在美国遇冷。尽管背负巨亏，字节跳动目前正在计划更加雄心壮志的扩张。消息人士称，该公司已经在美国与其他海外市场悄然上线一个工作协作应用程序，此举对Slack、微软、谷歌等应用构成潜在的挑战。（美港电讯）,eastmoney
38140,2019-03-07,0.624539,"英镑/美元小幅下挫；每日电讯报称英国内阁预计英国退欧协议下周将被驳回。
",wallstreetcn
40137,2019-03-11,0.399745,"金管局将在本周发出首批虚拟银行牌照，现时8个入围的申请者不会同时获发牌，预料当局会先发出5个牌照。据了解，现时很大机会获发首批虚拟银行牌照的申请者有5个，分别是渣打与香港电讯财团、WeLab、财付通、众安与信银国际财团，以及小米与尚乘金融的财团。（香港《明报》）
",wallstreetcn
31389,2019-03-11,0.495601,【香港金管局或本周发出首批虚拟银行牌照 5家机会最大】金管局将在本周发出首批虚拟银行牌照，现时8个入围的申请者不会同时获发牌，预料当局会先发出5个牌照。据了解，现时很大机会获发首批虚拟银行牌照的申请者有5个，分别是渣打与香港电讯财团、WeLab、财付通、众安与信银国际财团，以及小米与尚乘金融的财团。（香港明报）,sina
42006,2019-03-14,0.613404,"俄罗斯禁飞波音737MAX飞机。（国际文传电讯社）
",wallstreetcn
42383,2019-03-14,0.504605,"英国GDP增速可能会放缓至1.2%，那将是2009年以来最慢的增幅。（英国每日电讯报）
",wallstreetcn
32835,2019-03-14,0.613404,俄罗斯禁飞波音737MAX飞机。（国际文传电讯社）,sina
33181,2019-03-14,0.64016,英国GDP增速可能放缓至1.2%，为2009年以来最低。（每日电讯报）,sina
16839,2019-03-14,0.73425,云财经讯，英国GDP增速可能放缓至1.2%，为2009年以来最低。（每日电讯报）,yuncaijing
22207,2019-03-15,0.196967,【马云蔡崇信为公益基金出售股票】阿里巴巴表示，部分与董事局主席马云及马云慈善基金会相关的实体采取了预先安排好的股票销售计划，该计划允许在2019年4月-2020年4月期间出售多达2140万股股票。2140万股股票约占董事局主席马云实际所有权的12.8%。(美港电讯),eastmoney
42887,2019-03-15,0.427475,"俄罗斯称仍然有时间延长联合减产协议。（国际文传电讯社）
",wallstreetcn
33508,2019-03-15,0.620725,【俄罗斯能源部长：仍有时间就减产协议是否延期作出决定】俄罗斯能源部长Alexander Novak在索契称，眼下决定是否延长OPEC+减产协议为时尚早。现行减产协议有效期截至6月，仍有时间密切关注形势发展并作出决定。Novak表示，尽管他时间安排非常紧，但他还是会亲自参加在巴库举行的OPEC+协议问题磋商；能源部代表会参与所有活动。（ 国际文传电讯）,sina
33538,2019-03-15,0.509399,俄罗斯方面称，现在仍是延长欧佩克+协议的时机。  （国际文传电讯社）,sina
46504,2019-03-21,0.867339,"【中国移动获香港5G频段】香港通讯事务管理局宣布中国移动香港、香港电讯、数码通三家电信服务商成功申请到香港5G频段。
",wallstreetcn
19066,2019-03-21,0.861864,云财经讯，香港通讯事务管理局宣布中国移动香港、香港电讯、数码通三家电信服务商成功申请到香港5G频段。,yuncaijing
23917,2019-03-21,0.863764,【中国移动获香港5G频段】香港通讯事务管理局宣布中国移动香港、香港电讯、数码通三家电信服务商成功申请到香港5G频段。（金十数据）,eastmoney
36415,2019-03-21,0.867339,【中国移动获香港5G频段】香港通讯事务管理局宣布中国移动香港、香港电讯、数码通三家电信服务商成功申请到香港5G频段。,sina
36925,2019-03-22,0.975937,"【中国联通与香港电讯、澳门电讯签署粤港澳大湾区信息通信合作协议】3月22日上午，中国联通国际有限公司、中国联通广东省公司、香港电讯、澳门电讯有限公司在香港签署""粤港澳大湾区信息通信服务合作""协议，积极快速响应《粤港澳大湾区发展规划纲要》。据悉，签约四方将发挥各自在粤港澳大湾区网络资源、产品服务、营销渠道等方面优势，将为粤港澳大湾区个人客户及企业客户在5G、物联网、云计算、大数据等方面提供优质、安全、覆盖整个粤港澳大湾区的无缝连接产品及服务。",sina
47138,2019-03-22,0.974597,"【中国联通与香港电讯、澳门电讯签署粤港澳大湾区信息通信合作协议】3月22日上午，中国联通国际有限公司、中国联通广东省公司、香港电讯、澳门电讯有限公司在香港签署""粤港澳大湾区信息通信服务合作""协议。签约四方将发挥各自在粤港澳大湾区网络资源、产品服务、营销渠道等方面优势，将为粤港澳大湾区个人客户及企业客户在5G、物联网、云计算、大数据等方面提供优质、安全、覆盖整个粤港澳大湾区的无缝连接产品及服务。",wallstreetcn
