,date,sentiment_score,content,source
12955,2019-01-28,0.970211,【商务部合作司到中国铁建调研】28日下午，中国铁建总裁庄尚标在中国铁建大厦会见前来调研的商务部合作司司长王胜文一行。双方就如何推动承包工程高质量发展问题进行深入研讨交流。王胜文表示，进入新时代，面对对外承包工程中遇到的企业竞争、合规经营等新问题，商务部合作司将突出问题导向，改进和完善有关工作，提供有效政策支持，为中国铁建开拓海外市场提供切实指导和帮助。(证券时报),sina
15052,2019-01-31,0.952711,【中国铁建与中国人寿签署战略合作协议】1月30日，中国铁建与中国人寿保险（集团）公司签署战略合作协议。协议签署前，双方还就进一步深化战略合作关系等进行了深入交流。中国铁建董事长陈奋健表示，期待双方以此次战略合作协议签署为契机，共同抓好公司层面、项目层面和专业层面的合作对接，更有成效地推动相关合作项目落地。,sina
18770,2019-01-31,0.952711,【中国铁建与中国人寿签署战略合作协议】1月30日，中国铁建与中国人寿保险（集团）公司签署战略合作协议。协议签署前，双方还就进一步深化战略合作关系等进行了深入交流。中国铁建董事长陈奋健表示，期待双方以此次战略合作协议签署为契机，共同抓好公司层面、项目层面和专业层面的合作对接，更有成效地推动相关合作项目落地。,wallstreetcn
15582,2019-02-01,0.441337,粤水电公告，公司与华隧股份、中国铁建、中铁十九局组成的联合体与广州地铁集团签订《广州市轨道交通十四号线二期工程总承包项目合同》，签约合同价为42.78亿元。,sina
16061,2019-02-02,0.914445,【我国首条民营资本控股高铁进入全线施工阶段】2日从中国铁建股份有限公司获悉，随着全线头号控制性工程东茗隧道的8个工作面全部进入正洞开挖，我国首条民营资本控股高铁——杭绍台高铁PPP项目已进入全线施工阶段。（新华社）,sina
9803,2019-02-02,0.902935,【我国首条民营资本控股高铁进入全线施工阶段】2日从中国铁建股份有限公司获悉，随着全线头号控制性工程东茗隧道的8个工作面全部进入正洞开挖，我国首条民营资本控股高铁——杭绍台高铁PPP项目已进入全线施工阶段。(新华社),eastmoney
20935,2019-02-18,0.652718,中国铁建：近期公司中标多个项目工程，中标价合计约112.06亿元，占17年营收的1.65%。,sina
9016,2019-02-18,0.728814,云财经讯，中国铁建：近期公司中标多个项目工程，中标价合计约112.06亿元，占17年营收的1.65%,yuncaijing
26029,2019-02-18,0.652718,中国铁建：近期公司中标多个项目工程，中标价合计约112.06亿元，占17年营收的1.65%。,wallstreetcn
26587,2019-02-19,0.871582,【中国铁建：正在全盘规划粤港澳大湾区铁路】18日，《粤港澳大湾区发展规划纲要》印发。此前，中国铁路总公司、广东省已分别委托中铁第四勘察设计院编制《粤港澳大湾区城际铁路建设规划》和《粤港澳大湾区铁路网规划（2018-2035年）》。接到委托后，中铁第四勘察设计院针对大湾区的特点特征和功能设定，进行多次内部方案研讨，并根据专家评审意见加以完善修改，目前规划成果已初步成型。,wallstreetcn
21424,2019-02-19,0.871582,【中国铁建：正在全盘规划粤港澳大湾区铁路】18日，《粤港澳大湾区发展规划纲要》印发。此前，中国铁路总公司、广东省已分别委托中铁第四勘察设计院编制《粤港澳大湾区城际铁路建设规划》和《粤港澳大湾区铁路网规划（2018-2035年）》。接到委托后，中铁第四勘察设计院针对大湾区的特点特征和功能设定，进行多次内部方案研讨，并根据专家评审意见加以完善修改，目前规划成果已初步成型。,sina
21623,2019-02-19,0.619427,【中国交建等企业有意参与巴西桥梁项目竞标】路透援引一位直接了解情况的消息人士表示，中国交建正准备投标参与价值53亿雷亚尔(14.2亿美元)的巴西桥梁项目。中国交建正在与中国铁建旗下的一家子公司洽商联合投标，不过是否投标以及是否联合投标都没有最终确定。,sina
24264,2019-02-25,0.980095,【广州北站综合交通枢纽建设顺利推进】记者从中国铁建股份有限公司获悉，由中铁二十二局等单位承建的广州北站综合交通枢纽建设目前顺利推进。广州北站综合交通枢纽是广州市一级综合交通枢纽，目前已经引入京广线、武广高铁，以及正在建设的广清城际、地铁9号线，未来还将引入穗莞深城际、地铁8号线等。（新华社）,sina
11377,2019-02-26,0.54598,云财经讯，中国铁建：公司董事会同意全资子公司中铁建设集团、中铁十五局、中铁十六局作为有限合伙人认购北京城市副中心投资基金,yuncaijing
31269,2019-02-26,0.455173,中国铁建：公司董事会同意全资子公司中铁建设集团、中铁十五局、中铁十六局作为有限合伙人认购北京城市副中心投资基金。,wallstreetcn
16261,2019-02-26,0.268901,【中国铁建再获莫斯科地铁工程合同】莫斯科地铁第三换乘环线东段盾构施工合同签约仪式25日在莫斯科举行，这是中国铁建继承建莫斯科地铁第三换乘环线西南段项目后，再次获得莫斯科地铁工程建设合同。据了解，该工程位于莫斯科市区东部，共包括2个区间，建设长度约2.947公里，合同总额56.415亿卢布(约合0.86亿美元)。(新华社),eastmoney
24815,2019-02-26,0.455173,中国铁建：公司董事会同意全资子公司中铁建设集团、中铁十五局、中铁十六局作为有限合伙人认购北京城市副中心投资基金。,sina
24974,2019-02-26,0.338139,【中国铁建再获莫斯科地铁工程合同】莫斯科地铁第三换乘环线东段盾构施工合同签约仪式25日在莫斯科举行，这是中国铁建继承建莫斯科地铁第三换乘环线西南段项目后，再次获得莫斯科地铁工程建设合同。据了解，该工程位于莫斯科市区东部，共包括2个区间，建设长度约2.947公里，合同总额56.415亿卢布（约合0.86亿美元）。（新华社）,sina
12206,2019-02-28,0.700727,云财经讯，中国铁建：联合体中标多段高速公路项目，项目估算总投资594.58亿元，公司在联合体中按 39.5%股权比例出资，并承担相应的施工份额,yuncaijing
26043,2019-02-28,0.633597,中国铁建：联合体中标多段高速公路项目，项目估算总投资594.58亿元，公司在联合体中按 39.5%股权比例出资，并承担相应的施工份额。,sina
32952,2019-02-28,0.633597,中国铁建：联合体中标多段高速公路项目，项目估算总投资594.58亿元，公司在联合体中按 39.5%股权比例出资，并承担相应的施工份额。,wallstreetcn
28335,2019-03-05,0.670036,中国铁建：联合体中标贵州省剑河至黎平高速公路PPP项目，估算总投资为129.68亿元。,sina
13723,2019-03-05,0.70741,云财经讯，中国铁建：联合体中标贵州省剑河至黎平高速公路PPP项目，估算总投资为129.68亿元,yuncaijing
35968,2019-03-05,0.670036,中国铁建：联合体中标贵州省剑河至黎平高速公路PPP项目，估算总投资为129.68亿元。,wallstreetcn
21340,2019-03-13,0.834513,【中国铁建承建莫斯科地铁设计获批 合同额3.03亿卢布】近日，中国铁建国际集团莫斯科地铁第三换乘环线西南段项目初步设计文件全部获得俄罗斯国家鉴定委员会的批复，这标志着中国铁建的地铁设计获得俄罗斯国家最高设计管理机构的认可。该项目为三站四区间，区间线路总长约4.6公里，其中维尔纳站与运营的1号线换乘，米丘林站与在建车站换乘，设计合同额为3.03亿卢布。(经济参考报),eastmoney
32521,2019-03-13,0.881055,【中国铁建承建莫斯科地铁设计获批 合同额3.03亿卢布】近日，中国铁建国际集团莫斯科地铁第三换乘环线西南段项目初步设计文件全部获得俄罗斯国家鉴定委员会的批复，这标志着中国铁建的地铁设计获得俄罗斯国家最高设计管理机构的认可。该项目为三站四区间，区间线路总长约4.6公里，其中维尔纳站与运营的1号线换乘，米丘林站与在建车站换乘，设计合同额为3.03亿卢布。（经参）,sina
16769,2019-03-14,0.892721,云财经讯，中国铁建重工集团有限公司董事长刘飞香13日透露，在铁建重工长沙第二产业园内，我国自主研发设计的全球首条智能化磁浮轨排生产线实现量产，目前正在生产广东清远磁浮旅游专线工程的轨排供货订单。这条生产线填补了全球磁浮轨道设备智能化生产的空白。（湖南日报）,yuncaijing
33069,2019-03-14,0.919403,【全球首条智能化磁浮轨排生产线已实现量产】中国铁建重工集团有限公司董事长刘飞香13日透露，在铁建重工长沙第二产业园内，我国自主研发设计的全球首条智能化磁浮轨排生产线实现量产，目前正在生产广东清远磁浮旅游专线工程的轨排供货订单。这条生产线填补了全球磁浮轨道设备智能化生产的空白。（湖南日报）,sina
42249,2019-03-14,0.919403,【全球首条智能化磁浮轨排生产线已实现量产】中国铁建重工集团有限公司董事长刘飞香13日透露，在铁建重工长沙第二产业园内，我国自主研发设计的全球首条智能化磁浮轨排生产线实现量产，目前正在生产广东清远磁浮旅游专线工程的轨排供货订单。这条生产线填补了全球磁浮轨道设备智能化生产的空白。（湖南日报）,wallstreetcn
21770,2019-03-14,0.893252,【全球首条智能化磁浮轨排生产线实现量产】全国人大代表、中国铁建重工集团董事长刘飞香13日透露，在铁建重工长沙第二产业园内，我国自主研发设计的全球首条智能化磁浮轨排生产线实现量产，目前正在生产广东清远磁浮旅游专线工程的轨排供货订单。(科技日报),eastmoney
7093,2019-03-18,0.824395,基建概念股持续拉升，中钢国际、达刚路机直线封涨停，中铝国际、中材国际、中国铁建等强势上涨。,10jqka
34610,2019-03-18,0.786275,一带一路板块盘中强势拉升，达刚路机直线封涨停，中钢国际、中铝国际、中材国际、中国铁建等强势上涨。,sina
22772,2019-03-18,0.685377,【一带一路板块强势拉升】东方财富网18日讯，一带一路板块盘中强势拉升，达刚路机直线封涨停，中钢国际、中铝国际、中材国际、中国铁建等强势上涨。,eastmoney
44115,2019-03-18,0.472675,"【3月18日资金流向】主力净流入行业板块前五：建筑装饰、银行、房地产、券商、钢铁
主力净流入概念板块前五：央企改革、一带一路、超级品牌、中字头、白酒
主力净流入个股前十：五粮液、伊利股份、东方通信、中国铁建、康美药业、万科A、中国长城、中信证券、贵州茅台、平安银行
",wallstreetcn
18833,2019-03-21,0.637044, 云财经讯，中国铁建：中标 衡阳国家级高新技术产业开发区总部基地项目工程总承包项目，中标价约32.08亿元,yuncaijing
46069,2019-03-21,0.571274,中国铁建：中标衡阳国家级高新技术产业开发区总部基地项目工程总承包项目，中标价约32.08亿元。,wallstreetcn
46426,2019-03-21,0.958936,近日，中国铁建所属中铁十四局成功将高铁CRTSⅢ型轨道板应用到了北京新机场线地铁施工中，破解了国内时速最快地铁铺轨施工难题，大大提高了地铁行驶过程中的环保降噪水平。（证券时报）,wallstreetcn
23850,2019-03-21,0.976625,【中国铁建破解国内时速最快地铁铺轨施工环保降噪难题】近日，中国铁建所属中铁十四局成功将高铁CRTSⅢ型轨道板应用到了北京新机场线地铁施工中，破解了国内时速最快地铁铺轨施工难题，大大提高了地铁行驶过程中的环保降噪水平。(证券时报),eastmoney
36179,2019-03-21,0.964604,【国内首条海底盾构地铁隧道主体完工】从中国铁建股份有限公司了解到，21日上午，随着“成功号”盾构机完全拆解吊出接收井，国内首条开工建设的海底盾构地铁隧道——厦门地铁2号线穿海隧道完成主体工程，顺利铺轨。隧道全长2760米，使用两台直径7米的泥水平衡盾构机施工，下穿厦门西海域。（新华社）,sina
36192,2019-03-21,0.948396,【我国采用顶管技术建设的最长引水隧洞贯通】从中国铁建股份有限公司获悉，我国首次采用硬岩顶管机技术建设的最长引水隧洞——重庆观景口水利枢纽的关键控制性工程3号引水隧洞21日顺利贯通。据中铁十八局集团项目经理赵彦春介绍，这种顶管新技术能够一次性开挖长度超过2公里的输水隧洞，不仅安全可靠，而且机械振动很小，对周边环境的干扰、影响较小。（新华社）,sina
36356,2019-03-21,0.978868,【中国铁建破解国内时速最快地铁铺轨施工环保降噪难题】近日，中国铁建所属中铁十四局成功将高铁CRTSⅢ型轨道板应用到了北京新机场线地铁施工中，破解了国内时速最快地铁铺轨施工难题，大大提高了地铁行驶过程中的环保降噪水平。（证券时报）,sina
19046,2019-03-21,0.96812, 云财经讯，近日，中国铁建所属中铁十四局成功将高铁CRTSⅢ型轨道板应用到了北京新机场线地铁施工中，破解了国内时速最快地铁铺轨施工难题，大大提高了地铁行驶过程中的环保降噪水平。（证券时报）,yuncaijing
36053,2019-03-21,0.571274,中国铁建：中标衡阳国家级高新技术产业开发区总部基地项目工程总承包项目，中标价约32.08亿元。,sina
24491,2019-03-23,0.831157,【中国铁建与中国太平签署战略合作协议】3月22日下午，中国铁建与中国太平保险集团有限责任公司在中国铁建大厦签署战略合作协议。中国铁建党委书记、董事长陈奋健表示，希望双方以此次战略合作协议签署为契机，建立沟通模式，明确合作机制，在投融资、风险管理与财产保险、企业年金和员工专属产品、“一带一路”业务等方面加大合作力度，促进双方在互利共赢合作中实现更大发展。（证券时报网）,eastmoney
19808,2019-03-25,0.686195,云财经讯，中国铁建：联合体中标新建杭衢铁路PPP项目，项目总投资概算为236.3亿元，其中纳入PPP范围内总投资约217.6亿元,yuncaijing
19804,2019-03-25,0.815816,云财经讯，中国铁建(601186)25日晚公告，下属中铁二十二局集团联合贵州省建筑设计研究院中标贵州茅台3万吨酱香系列酒技改工程及其配套设施项目设计-施工一体化总承包，项目总投资约51.89亿元，其中建安投资约49.87亿元。此外，公司下属中铁第四勘察设计院集团等公司作为联合体成员中标新建杭衢铁路（建衢段）PPP项目。项目总投资概算为236.3亿元，其中纳入PPP范围内总投资约217.6亿元。,yuncaijing
48009,2019-03-25,0.623729,中国铁建：联合体中标新建杭衢铁路PPP项目，项目总投资概算为236.3亿元，其中纳入PPP范围内总投资约217.6亿元。,wallstreetcn
48004,2019-03-25,0.860861,【中国铁建：联合中标近52亿元贵州茅台酱香系列酒技改工程项目】中国铁建公告，下属中铁二十二局集团联合贵州省建筑设计研究院中标贵州茅台3万吨酱香系列酒技改工程及其配套设施项目设计-施工一体化总承包，项目总投资约51.89亿元，其中建安投资约49.87亿元。此外，公司下属中铁第四勘察设计院集团等公司作为联合体成员中标新建杭衢铁路（建衢段）PPP项目。项目总投资概算为236.3亿元，其中纳入PPP范围内总投资约217.6亿元。,wallstreetcn
37596,2019-03-25,0.860861,【中国铁建：联合中标近52亿元贵州茅台酱香系列酒技改工程项目】中国铁建公告，下属中铁二十二局集团联合贵州省建筑设计研究院中标贵州茅台3万吨酱香系列酒技改工程及其配套设施项目设计-施工一体化总承包，项目总投资约51.89亿元，其中建安投资约49.87亿元。此外，公司下属中铁第四勘察设计院集团等公司作为联合体成员中标新建杭衢铁路（建衢段）PPP项目。项目总投资概算为236.3亿元，其中纳入PPP范围内总投资约217.6亿元。,sina
37598,2019-03-25,0.623729,中国铁建：联合体中标新建杭衢铁路PPP项目，项目总投资概算为236.3亿元，其中纳入PPP范围内总投资约217.6亿元。,sina
20473,2019-03-27,0.986608,云财经讯，3月26日上午，中国铁建党委书记、董事长陈奋健在广州会见广东省委常委、广州市委书记张硕辅，双方就进一步深化合作，加快推进广州经济建设发展进行了深入交流。陈奋健表示，广州作为粤港澳大湾区的核心城市，区位优势明显，发展空间广阔，中国铁建愿进一步发挥在投资、设计、建设、运营等方面的全产业链和一体化服务优势，全面对接广州发展战略，加大在穗投资建设力度，扩大在相关领域合作的广度和深度。,yuncaijing
49336,2019-03-27,0.988434,【中铁建董事长：愿加大在穗投资建设力度】3月26日上午，中国铁建党委书记、董事长陈奋健在广州会见广东省委常委、广州市委书记张硕辅，双方就进一步深化合作，加快推进广州经济建设发展进行了深入交流。陈奋健表示，广州作为粤港澳大湾区的核心城市，区位优势明显，发展空间广阔，中国铁建愿进一步发挥在投资、设计、建设、运营等方面的全产业链和一体化服务优势，全面对接广州发展战略，加大在穗投资建设力度，扩大在相关领域合作的广度和深度。,wallstreetcn
38712,2019-03-27,0.988434,【中铁建董事长：愿加大在穗投资建设力度】3月26日上午，中国铁建党委书记、董事长陈奋健在广州会见广东省委常委、广州市委书记张硕辅，双方就进一步深化合作，加快推进广州经济建设发展进行了深入交流。陈奋健表示，广州作为粤港澳大湾区的核心城市，区位优势明显，发展空间广阔，中国铁建愿进一步发挥在投资、设计、建设、运营等方面的全产业链和一体化服务优势，全面对接广州发展战略，加大在穗投资建设力度，扩大在相关领域合作的广度和深度。,sina
38719,2019-03-27,0.988409,【中国铁建董事长陈奋健会见广州市委书记张硕辅：愿加大在穗投资建设力度】3月26日上午，中国铁建党委书记、董事长陈奋健在广州会见广东省委常委、广州市委书记张硕辅，双方就进一步深化合作，加快推进广州经济建设发展进行了深入交流。陈奋健表示，广州作为粤港澳大湾区的核心城市，区位优势明显，发展空间广阔，中国铁建愿进一步发挥在投资、设计、建设、运营等方面的全产业链和一体化服务优势，全面对接广州发展战略，加大在穗投资建设力度，扩大在相关领域合作的广度和深度。,sina
40228,2019-03-29,0.409932,"中国铁建全年营收7,301亿元人民币，市场预估7,390.7亿元人民币。中国铁建全年负债率77.4％。",sina
51170,2019-03-29,0.703835,中国铁建：2018年度实现净利润179.35亿元，同比增长11.7%；拟10派2.1元。,wallstreetcn
41088,2019-03-31,0.781746,【北京城市副中心投资基金总规模达千亿元，北京城建、中国铁建等参与】日前，北京城市副中心投资基金正式签约成立，按照不低于1000亿元的总规模积极筹措北京城市副中心基金，目前首期基金募集规模达到144.1亿元，远超预期目标。北投集团和通州区政府是上述基金的基石投资人，北京城建、北京建工等市属国企以及中国中铁、中国铁建、中国中冶等多家央企以及香港新华集团等港资企业是基金有限合伙人。基金将立足城市副中心，重点投向基础设施、不动产和“高精尖”产业等相关领域。（北京日报）,sina
21863,2019-03-31,0.913253,云财经讯，日前，北京城市副中心投资基金正式签约成立，按照不低于1000亿元的总规模积极筹措北京城市副中心基金，目前首期基金募集规模达到144.1亿元，远超预期目标。北投集团和通州区政府是上述基金的基石投资人，北京城建、北京建工等市属国企以及中国中铁、中国铁建、中国中冶等多家央企以及香港新华集团等港资企业是基金有限合伙人。基金将立足城市副中心，重点投向基础设施、不动产和“高精尖”产业等相关领域。（北京日报）,yuncaijing
52237,2019-03-31,0.781746,【北京城市副中心投资基金总规模达千亿元，北京城建、中国铁建等参与】日前，北京城市副中心投资基金正式签约成立，按照不低于1000亿元的总规模积极筹措北京城市副中心基金，目前首期基金募集规模达到144.1亿元，远超预期目标。北投集团和通州区政府是上述基金的基石投资人，北京城建、北京建工等市属国企以及中国中铁、中国铁建、中国中冶等多家央企以及香港新华集团等港资企业是基金有限合伙人。基金将立足城市副中心，重点投向基础设施、不动产和“高精尖”产业等相关领域。（北京日报）,wallstreetcn
41883,2019-04-02,0.963078,【中国铁建在香港成立新公司】4月2日，中铁建国投集团在香港举行揭牌仪式。中铁建国投集团的成立是中国铁建实施“海外优先”战略，加快海外板块结构调整、促进产业升级、提高资本利用效率，积极推动中国铁建从海外工程承包商向投资商、运营商转变，推动投建营一体化的重大举措，标志着中国铁建海外经营进入新的阶段。,sina
42104,2019-04-02,0.849018,【外媒：中国铁建的机械子公司据悉拟今年进行香港IPO】 中国铁建据悉计划将机械子公司剥离； 机械子公司拟今年进行香港IPO，寻求高达8亿美元融资。 （彭博）,sina
42073,2019-04-02,0.856034,【外媒：中国铁建子公司铁建重工筹划香港IPO 寻求筹资8亿美元】彭博援引知情人士透露，中国铁建计划剥离其隧道机械设备制造业务，寻求筹资高达8亿美元。知情人士称，中国铁建重工集团有限公司正在与顾问合作，计划最早本季度向香港交易所提交上市申请。该公司的目标是今年挂牌交易。,sina
53425,2019-04-02,0.512987,"中国铁建机械子公司据称考虑剥离，并准备今年赴港上市。（彭博）
",wallstreetcn
53423,2019-04-02,0.512987,中国铁建机械子公司据称考虑剥离，并准备今年赴港上市。（彭博）,wallstreetcn
22310,2019-04-02,0.948922,云财经讯，4月2日，中铁建国投集团在香港举行揭牌仪式。中铁建国投集团的成立是中国铁建实施“海外优先”战略，加快海外板块结构调整、促进产业升级、提高资本利用效率，积极推动中国铁建从海外工程承包商向投资商、运营商转变，推动投建营一体化的重大举措，标志着中国铁建海外经营进入新的阶段。,yuncaijing
22455,2019-04-02,0.743257,云财经讯，中国铁建的机械子公司据悉拟今年进行香港IPO。（彭博）,yuncaijing
27964,2019-04-03,0.877376,【我国首台中低速磁浮智能巡检车下线】4月3日，我国首台中低速磁浮智能巡检车在中国铁建重工集团长沙第二产业园下线。该产品的成功研制填补了国内中低速磁浮线路动态智能检测装备的空白。（长沙晚报）,eastmoney
8848,2019-04-03,0.688666,基建板块盘中走强，达刚路机封板，中国建筑，中国铁建、北新路桥、中铁工业纷纷走强。,10jqka
28063,2019-04-03,0.668637,【一带一路概念股异动拉升】东方财富网3日讯，一带一路概念股异动拉升，达刚路机、中国交建、北新路桥、中钢国际、青松建化、中铁工业、中国铁建、西部建设等个股集体拉升。,eastmoney
